genome,fitness,behavior_descriptor
"[-0.60683262  0.4786632  -0.49704778  0.07882524  0.14985526  0.38274681
 -0.80754119]",0,[-0.607  0.479 -0.497]
"[-0.21066364  0.62738593 -0.20955829 -0.39761951 -0.14657716  0.30231947
 -0.01914981]",0,[-0.211  0.627 -0.21 ]
"[-0.5881288  -0.25801128 -0.30306783 -0.70298789  0.59484687 -0.38391884
  0.17221561]",0,[-0.588 -0.258 -0.303]
"[-0.58433872  0.75432529 -0.38443844 -0.62036326  0.43887065  0.08530482
  0.20138478]",0,[-0.584  0.754 -0.384]
"[-0.71657452  0.25246501 -0.15741427 -0.9880596  -0.12955164 -0.60636072
 -0.08143483]",0,[-0.717  0.252 -0.157]
"[ 0.22075278  0.4997045   0.42755224  0.08607308 -0.54659383 -0.15677762
 -0.64631535]",0,[0.221 0.5   0.428]
"[-0.75834261 -0.24420627  0.20834369 -0.17582945  0.80151352 -0.85625917
 -0.34105638]",0,[-0.758 -0.244  0.208]
"[ 0.86453077  0.12745808 -0.87265389  0.15003309 -0.07511759  0.98195486
 -0.85206749]",0,[ 0.865  0.127 -0.873]
"[ 0.10635605  0.46893741 -0.51319718 -0.48807031  0.12880101  0.33210072
  0.18395825]",0,[ 0.106  0.469 -0.513]
"[ 0.97386229 -0.0841053  -0.99778219 -0.30234854  0.96041625 -0.00979563
 -0.73275816]",0,[ 0.974 -0.084 -0.998]
"[ 0.39707502 -0.87596255  0.44400147 -0.15231927 -0.06440858 -0.00952152
 -0.12125797]",0,[ 0.397 -0.876  0.444]
"[-0.4922839   0.07350002  0.48877896 -0.30437174  0.41360731 -0.6502434
 -0.01681533]",0,[-0.492  0.074  0.489]
"[ 0.5351521  -0.94627023  0.17722111  0.53104025 -0.3239915  -0.21369322
  0.73516259]",0,[ 0.535 -0.946  0.177]
"[ 0.19030709  0.17088973  0.06331871 -0.76915409 -0.50063502 -0.38943045
 -0.1582729 ]",0,[0.19  0.171 0.063]
"[-0.9688113  -0.53587637 -0.60969577 -0.40085336  0.87646785 -0.62918628
  0.11400571]",0,[-0.969 -0.536 -0.61 ]
"[-0.17111789 -0.66619422 -0.55593701  0.43900343  0.12684493  0.73217394
 -0.04281659]",0,[-0.171 -0.666 -0.556]
"[-0.14192178 -0.9974771   0.45574138  0.29097453  0.10372646 -0.79306738
 -0.36803218]",0,[-0.142 -0.997  0.456]
"[ 0.95373392  0.51426695 -0.39520198 -0.49678795 -0.12837531 -0.78913075
  0.93329975]",0,[ 0.954  0.514 -0.395]
"[-0.17494027 -0.37756246  0.1208412  -0.07551304  0.73744941 -0.28351291
  0.75358589]",0,[-0.175 -0.378  0.121]
"[-0.59543035  0.2190359   0.82850917  0.82065572 -0.08907203 -0.02366158
  0.98699487]",0,[-0.595  0.219  0.829]
"[ 0.94792467  0.91355101 -0.70067043  0.75877494  0.92714508  0.11770293
 -0.00695911]",0,[ 0.948  0.914 -0.701]
"[ 0.98221732 -0.18256551 -0.16489909  0.14351479 -0.70805071 -0.13405545
 -0.90655365]",0,[ 0.982 -0.183 -0.165]
"[-0.53944478 -0.67767223 -0.53269701  0.9974963   0.5164968   0.29158743
  0.62318154]",0,[-0.539 -0.678 -0.533]
"[-0.55124346 -0.90041098  0.11292999 -0.3049727   0.20620539  0.45512201
 -0.80528767]",0,[-0.551 -0.9    0.113]
"[ 0.06620197 -0.39478166  0.49071184 -0.97714342 -0.37166881 -0.08601188
 -0.96117426]",0,[ 0.066 -0.395  0.491]
"[-0.2382462  -0.24392672  0.53404584  0.7357862  -0.81681066  0.48583679
  0.6354569 ]",0,[-0.238 -0.244  0.534]
"[-0.58339895  0.12401823 -0.11929371  0.43611108  0.72223855  0.87987251
 -0.16197973]",0,[-0.583  0.124 -0.119]
"[ 0.85845259  0.45380011  0.76429406 -0.03844982 -0.89856303  0.50742293
  0.68942223]",0,[0.858 0.454 0.764]
"[ 0.45101331 -0.62148968  0.46916625 -0.01178554 -0.48527932  0.19555559
 -0.14870499]",0,[ 0.451 -0.621  0.469]
"[-0.03698883  0.96381026 -0.69625574 -0.27975598 -0.19940752 -0.709117
 -0.60181432]",0,[-0.037  0.964 -0.696]
"[ 0.56647705  0.69920279  0.5845953   0.21652563 -0.6284711   0.98162806
 -0.10473133]",0,[0.566 0.699 0.585]
"[ 0.06092433 -0.71840771 -0.45255812  0.35712852  0.63561742  0.22889225
 -0.51454634]",0,[ 0.061 -0.718 -0.453]
"[-0.96658294  0.18299323  0.78423564 -0.45986574 -0.87702991 -0.60594046
  0.42250375]",0,[-0.967  0.183  0.784]
"[-0.50034977  0.59520329 -0.89297702 -0.86618898  0.55225898 -0.55312315
  0.13389266]",0,[-0.5    0.595 -0.893]
"[-0.08828823  0.44919826 -0.08823699  0.53135977  0.67433865 -0.86020997
  0.22422867]",0,[-0.088  0.449 -0.088]
"[ 0.98569145  0.05931039 -0.39790243 -0.19712051  0.16861079 -0.08528381
  0.03353453]",0,[ 0.986  0.059 -0.398]
"[ 0.89137222 -0.64704529  0.67006628 -0.84427542 -0.55768355 -0.51799625
 -0.26934125]",0,[ 0.891 -0.647  0.67 ]
"[-0.5791324  -0.90118697  0.49861981  0.47207338 -0.02123627 -0.56235531
 -0.37027558]",0,[-0.579 -0.901  0.499]
"[ 0.88429578 -0.72118496  0.55292799 -0.95236106 -0.71491122  0.11700972
  0.45196467]",0,[ 0.884 -0.721  0.553]
"[-0.08493547  0.90727393  0.68408736  0.20688159 -0.7081489  -0.04768957
  0.0550184 ]",0,[-0.085  0.907  0.684]
"[ 0.35247156 -0.07173672  0.27541937  0.62257872 -0.15489068  0.4297567
  0.56272695]",0,[ 0.352 -0.072  0.275]
"[ 0.19954991 -0.30336201 -0.75713225  0.93900567  0.65997664  0.3947095
  0.63386156]",0,[ 0.2   -0.303 -0.757]
"[-0.79881259 -0.65303078 -0.20491537 -0.21023023 -0.2239017   0.56274593
  0.54392372]",0,[-0.799 -0.653 -0.205]
"[ 0.85178484  0.16942194  0.05804489 -0.27642966  0.27204292  0.15065784
  0.78987402]",0,[0.852 0.169 0.058]
"[-0.45661309 -0.7786559  -0.55675593  0.73927037 -0.99615323 -0.56461864
  0.11385183]",0,[-0.457 -0.779 -0.557]
"[-0.48502435  0.95935822 -0.49099051  0.68841067  0.44363832 -0.61618678
  0.12242365]",0,[-0.485  0.959 -0.491]
"[-0.56071135  0.36445288 -0.0163988   0.71400167 -0.4663533  -0.31839899
  0.88224158]",0,[-0.561  0.364 -0.016]
"[-0.11022734  0.22358922 -0.94855247 -0.4443763  -0.88334092  0.22985128
 -0.88196858]",0,[-0.11   0.224 -0.949]
"[ 0.26620358  0.51648932 -0.5300422  -0.41738553 -0.71719046 -0.77083051
 -0.26710731]",0,[ 0.266  0.516 -0.53 ]
"[ 0.90440642 -0.15377263 -0.68849128  0.92412784 -0.45073024  0.71186213
 -0.67273992]",0,[ 0.904 -0.154 -0.688]
"[-0.58665621  0.44741866 -0.18952448 -0.14030222 -0.8170276   0.82443571
  0.3668346 ]",0,[-0.587  0.447 -0.19 ]
"[ 0.09480968 -0.94686027 -0.48481064 -0.15911346 -0.79981298 -0.01143658
  0.25293967]",0,[ 0.095 -0.947 -0.485]
"[ 0.40184862 -0.15980496  0.90308703 -0.70737841  0.89202172 -0.69152657
  0.63057127]",0,[ 0.402 -0.16   0.903]
"[ 0.58554269  0.25427458 -0.58171337 -0.37883519  0.16677475  0.84538153
 -0.5182565 ]",0,[ 0.586  0.254 -0.582]
"[-0.25217468  0.23804427 -0.7670915   0.7589059  -0.76195144 -0.717515
 -0.11490387]",0,[-0.252  0.238 -0.767]
"[-0.92238437 -0.07107438 -0.19298378  0.47826274 -0.61108086 -0.78071734
 -0.74973962]",0,[-0.922 -0.071 -0.193]
"[-0.77265368  0.01842513  0.83159714 -0.34540338 -0.05432719 -0.01764185
  0.73321983]",0,[-0.773  0.018  0.832]
"[ 0.63022904 -0.89696535 -0.38293884  0.25900276 -0.98269618 -0.72708268
 -0.83963359]",0,[ 0.63  -0.897 -0.383]
"[-0.81251663 -0.85734479  0.69502463  0.31203351  0.45654478  0.08109011
  0.55048305]",0,[-0.813 -0.857  0.695]
"[ 0.76135366 -0.75603714  0.011298    0.3872059  -0.9053688  -0.77348395
  0.08138647]",0,[ 0.761 -0.756  0.011]
"[-0.72013009  0.36848954  0.61943527  0.74459315 -0.03251423  0.5249535
  0.48736136]",0,[-0.72   0.368  0.619]
"[ 0.82159726  0.69336655 -0.95059279 -0.34217761  0.18355117 -0.0945805
  0.3298176 ]",0,[ 0.822  0.693 -0.951]
"[ 0.35709193  0.56674702  0.07190574 -0.31432816 -0.14105208 -0.95885202
 -0.34811627]",0,[0.357 0.567 0.072]
"[ 0.47961203  0.31043933 -0.15467539 -0.05921532 -0.61230892  0.37818892
  0.25696835]",0,[ 0.48   0.31  -0.155]
"[ 0.63093813 -0.05473413 -0.8855673   0.65016705  0.44784505 -0.04979417
  0.03826553]",0,[ 0.631 -0.055 -0.886]
"[-0.94630012 -0.18142313  0.84096367 -0.0250276   0.6033279   0.08415783
 -0.98134599]",0,[-0.946 -0.181  0.841]
"[ 0.72822888 -0.75479923  0.73152143 -0.06072905  0.58105267  0.89541524
 -0.7231598 ]",0,[ 0.728 -0.755  0.732]
"[-0.25800508  0.61395772 -0.60412862 -0.87558996 -0.68610661  0.83703386
 -0.95832824]",0,[-0.258  0.614 -0.604]
"[-0.84593233 -0.22121841 -0.63752663  0.74541961 -0.70518245 -0.76007322
 -0.09896572]",0,[-0.846 -0.221 -0.638]
"[-0.39109158 -0.47357134 -0.9743486   0.7105101  -0.81395894 -0.49036764
  0.77957938]",0,[-0.391 -0.474 -0.974]
"[-0.48056714 -0.10238635  0.09822145  0.5409017  -0.83030172 -0.31001493
  0.32640733]",0,[-0.481 -0.102  0.098]
"[ 0.81440536 -0.97829495  0.32361038 -0.92246761 -0.86419204  0.52040161
  0.45337671]",0,[ 0.814 -0.978  0.324]
"[-0.64799379 -0.19719057 -0.26750955  0.9621648  -0.71188824  0.38613438
 -0.69140516]",0,[-0.648 -0.197 -0.268]
"[-0.70119642 -0.32077213 -0.97853671 -0.97029633 -0.95725157 -0.30334093
 -0.53932745]",0,[-0.701 -0.321 -0.979]
"[-0.51988715 -0.71686301 -0.77919488  0.78154132  0.38735641 -0.12293196
 -0.72517868]",0,[-0.52  -0.717 -0.779]
"[-0.17693665  0.19606184 -0.22720799  0.49354282  0.7312005   0.09384793
 -0.28319079]",0,[-0.177  0.196 -0.227]
"[ 0.64559203 -0.21860986  0.29333476  0.17031877  0.01077145  0.59278569
  0.60396408]",0,[ 0.646 -0.219  0.293]
"[-0.60516398  0.44373378 -0.32496345  0.28753797  0.82303826 -0.25518889
 -0.91278252]",0,[-0.605  0.444 -0.325]
"[-0.38222186 -0.65965762  0.40653464 -0.19687589 -0.08325747  0.82574021
  0.52393842]",1,[-0.382 -0.66   0.407]
"[ 0.0456337   0.33269608 -0.17741566 -0.85319083  0.00958665  0.61431409
  0.94417205]",0,[ 0.046  0.333 -0.177]
"[ 0.68053112 -0.34283253  0.84393257  0.38892141  0.63956941 -0.06705822
  0.81243114]",0,[ 0.681 -0.343  0.844]
"[ 0.68213146 -0.24841952  0.94169995 -0.26743909 -0.39706896  0.657332
  0.7043291 ]",0,[ 0.682 -0.248  0.942]
"[-0.56191444 -0.87078353 -0.19496271  0.79105872 -0.87495635 -0.49015644
 -0.61831881]",0,[-0.562 -0.871 -0.195]
"[ 0.65393023 -0.56265691 -0.09047858 -0.69673997 -0.54943095 -0.78814729
 -0.46947714]",0,[ 0.654 -0.563 -0.09 ]
"[-0.85240845  0.35711337 -0.4152784  -0.18166006  0.57141054 -0.60459301
 -0.87774897]",0,[-0.852  0.357 -0.415]
"[ 0.4144384   0.89906028 -0.52721717  0.83607335  0.15333508  0.16191636
  0.9917586 ]",0,[ 0.414  0.899 -0.527]
"[ 0.91070035  0.25161502  0.79002023  0.04388844 -0.76262037 -0.06795446
  0.4890466 ]",0,[0.911 0.252 0.79 ]
"[-0.71188969 -0.47013965  0.36090305  0.67478631  0.01772566 -0.64881577
  0.6510205 ]",0,[-0.712 -0.47   0.361]
"[-0.56635282  0.06217039  0.0927608   0.04895007 -0.21805665  0.21447369
  0.43626407]",0,[-0.566  0.062  0.093]
"[ 0.54674031  0.95628511  0.7157219   0.97953785  0.39065338  0.39627829
 -0.09002263]",0,[0.547 0.956 0.716]
"[ 0.93620888  0.46252084 -0.62175581  0.62908516 -0.01790461 -0.61494544
  0.57218891]",0,[ 0.936  0.463 -0.622]
"[-0.67301571 -0.46869039  0.52766048 -0.13720105 -0.56377649 -0.2028177
 -0.89917526]",0,[-0.673 -0.469  0.528]
"[-0.15340933 -0.19363122  0.34667414  0.01078746 -0.30155416  0.44936048
 -0.44173343]",0,[-0.153 -0.194  0.347]
"[ 0.88151993 -0.30539416 -0.41751542 -0.75187689 -0.02100818 -0.87813504
  0.14666814]",0,[ 0.882 -0.305 -0.418]
"[ 0.68625507  0.3027281   0.82988642 -0.49428165 -0.11400076 -0.95787194
  0.42360584]",0,[0.686 0.303 0.83 ]
"[-0.9593642   0.10229046 -0.612795    0.26887333 -0.35130105  0.00731609
  0.99428459]",0,[-0.959  0.102 -0.613]
"[-0.66786437 -0.61374416 -0.93500191 -0.48925081 -0.4157112   0.64053292
  0.07558626]",0,[-0.668 -0.614 -0.935]
"[ 0.49419409  0.33309449  0.6966563  -0.41302591 -0.44257766  0.87192851
  0.18855355]",0,[0.494 0.333 0.697]
"[-0.78638328 -0.41770963 -0.8653386   0.42480809  0.07821382  0.57249213
  0.41798454]",0,[-0.786 -0.418 -0.865]
"[-0.43084176  0.05660843 -0.97721505 -0.60868601 -0.813616    0.60838751
 -0.20255578]",0,[-0.431  0.057 -0.977]
"[-0.60801889  0.48329983 -0.49925705  0.08197619  0.14719188  0.38153957
 -0.80933033]",0,[-0.608  0.483 -0.499]
"[-0.21013175  0.62926487 -0.21574868 -0.39550916 -0.14390051  0.30592776
 -0.02220359]",0,[-0.21   0.629 -0.216]
"[-0.58667364 -0.25693078 -0.30782785 -0.69775916  0.59125737 -0.38039864
  0.16869252]",0,[-0.587 -0.257 -0.308]
"[-0.5840755   0.75481315 -0.38545782 -0.62088637  0.43412161  0.08577355
  0.19856454]",0,[-0.584  0.755 -0.385]
"[-0.72371618  0.25098933 -0.16274745 -0.9912752  -0.12504146 -0.60324032
 -0.08231705]",0,[-0.724  0.251 -0.163]
"[ 0.22196867  0.50200141  0.42719645  0.09541643 -0.54409055 -0.15765342
 -0.64276076]",0,[0.222 0.502 0.427]
"[-0.75449936 -0.246603    0.20931843 -0.17500504  0.80163398 -0.85213896
 -0.34435993]",0,[-0.754 -0.247  0.209]
"[ 0.8622825   0.12349034 -0.87544455  0.14839368 -0.07035603  0.98149513
 -0.8517336 ]",0,[ 0.862  0.123 -0.875]
"[ 0.10597695  0.47176626 -0.51013837 -0.48807218  0.12974785  0.32965132
  0.18204292]",0,[ 0.106  0.472 -0.51 ]
"[ 0.97182989 -0.08526032 -0.99327916 -0.3046397   0.95865416 -0.00773913
 -0.73129904]",0,[ 0.972 -0.085 -0.993]
"[ 0.39329044 -0.87911446  0.43869519 -0.15228992 -0.065851   -0.01360802
 -0.12638962]",0,[ 0.393 -0.879  0.439]
"[-0.4925831   0.07694991  0.48908808 -0.30861726  0.41438248 -0.64554922
 -0.00775861]",0,[-0.493  0.077  0.489]
"[ 0.53050425 -0.94496143  0.17634138  0.52627931 -0.32350978 -0.21334712
  0.73995346]",0,[ 0.531 -0.945  0.176]
"[ 0.19303378  0.1717524   0.05882227 -0.76219145 -0.4975855  -0.3834207
 -0.15977304]",0,[0.193 0.172 0.059]
"[-0.96913583 -0.53421726 -0.61137623 -0.40733889  0.8780651  -0.62702266
  0.11376354]",0,[-0.969 -0.534 -0.611]
"[-0.16948393 -0.66371196 -0.55670433  0.43489419  0.13138226  0.73346903
 -0.045076  ]",0,[-0.169 -0.664 -0.557]
"[-0.13792398 -0.9970441   0.45588784  0.29187136  0.0961758  -0.79371521
 -0.36842241]",0,[-0.138 -0.997  0.456]
"[ 0.95271648  0.51486592 -0.39134472 -0.49706721 -0.12684309 -0.78935044
  0.92949727]",0,[ 0.953  0.515 -0.391]
"[-0.17171742 -0.3733714   0.11894757 -0.07645618  0.73889413 -0.2826753
  0.75832375]",0,[-0.172 -0.373  0.119]
"[-0.59162733  0.22119438  0.82564885  0.82238103 -0.09136692 -0.02317799
  0.98520601]",0,[-0.592  0.221  0.826]
"[ 0.94970634  0.91436918 -0.69961442  0.75709297  0.92604968  0.11423852
 -0.01011643]",0,[ 0.95   0.914 -0.7  ]
"[ 0.97888736 -0.18267862 -0.16632393  0.15013904 -0.71450789 -0.1361791
 -0.90757117]",0,[ 0.979 -0.183 -0.166]
"[-0.53490272 -0.68247316 -0.53209522  1.0005593   0.51580125  0.29093202
  0.62045078]",0,[-0.535 -0.682 -0.532]
"[-0.55176384 -0.89610477  0.11015516 -0.30757672  0.20990747  0.45309266
 -0.80040629]",0,[-0.552 -0.896  0.11 ]
"[ 0.06035366 -0.40212787  0.48562093 -0.97784429 -0.37055738 -0.08764816
 -0.96903181]",0,[ 0.06  -0.402  0.486]
"[-0.2398671  -0.24635423  0.53193508  0.74165203 -0.81621648  0.48662041
  0.63798774]",0,[-0.24  -0.246  0.532]
"[-0.58403232  0.1259498  -0.11851216  0.43256615  0.72913303  0.87926129
 -0.1703151 ]",0,[-0.584  0.126 -0.119]
"[ 0.85483509  0.46341251  0.76198705 -0.03328924 -0.89820266  0.51308297
  0.68589461]",0,[0.855 0.463 0.762]
"[ 0.44930677 -0.62039106  0.47145298 -0.00637333 -0.4883858   0.18682592
 -0.15271479]",0,[ 0.449 -0.62   0.471]
"[-0.03909526  0.9683244  -0.6930759  -0.28098592 -0.19363311 -0.71015167
 -0.59908126]",0,[-0.039  0.968 -0.693]
"[ 0.56478419  0.69274096  0.57530504  0.21403772 -0.62662165  0.98111962
 -0.10355155]",0,[0.565 0.693 0.575]
"[ 0.05990121 -0.71502068 -0.44651184  0.34971355  0.63818167  0.23401223
 -0.51022092]",0,[ 0.06  -0.715 -0.447]
"[-0.97037799  0.17788506  0.78601386 -0.4582354  -0.8714797  -0.6007538
  0.42563385]",0,[-0.97   0.178  0.786]
"[-0.50160943  0.58490978 -0.89300751 -0.86861134  0.54933737 -0.54446208
  0.135331  ]",0,[-0.502  0.585 -0.893]
"[-0.08710345  0.44632064 -0.089067    0.53386748  0.6788158  -0.86105126
  0.22520194]",0,[-0.087  0.446 -0.089]
"[ 0.98844493  0.06350963 -0.401401   -0.19866758  0.17076326 -0.08633648
  0.03336216]",0,[ 0.988  0.064 -0.401]
"[ 0.89012809 -0.64423152  0.67155005 -0.84154443 -0.55503193 -0.51612139
 -0.27074535]",0,[ 0.89  -0.644  0.672]
"[-0.58429968 -0.89934628  0.50072706  0.46848357 -0.02602056 -0.56083481
 -0.36348805]",0,[-0.584 -0.899  0.501]
"[ 0.87995278 -0.72590698  0.55315778 -0.95536574 -0.71818966  0.11629563
  0.45398209]",0,[ 0.88  -0.726  0.553]
"[-0.0843101   0.90668532  0.67950003  0.21368232 -0.70994654 -0.04344591
  0.04999423]",0,[-0.084  0.907  0.68 ]
"[ 0.35211711 -0.07311792  0.27220307  0.62666847 -0.148957    0.43150186
  0.55864913]",0,[ 0.352 -0.073  0.272]
"[ 0.19987276 -0.30599514 -0.75961329  0.93542238  0.66423075  0.3931584
  0.63278294]",0,[ 0.2   -0.306 -0.76 ]
"[-0.79949068 -0.65494341 -0.20859734 -0.20337414 -0.21937195  0.56212058
  0.5414201 ]",0,[-0.799 -0.655 -0.209]
"[ 0.8583163   0.17392158  0.05158618 -0.27808798  0.27096597  0.15471871
  0.78385662]",0,[0.858 0.174 0.052]
"[-0.46116974 -0.78497482 -0.55681855  0.73868603 -0.99712022 -0.56591053
  0.11114107]",0,[-0.461 -0.785 -0.557]
"[-0.48467167  0.95854936 -0.49005278  0.68107575  0.44489295 -0.61237765
  0.12102138]",0,[-0.485  0.959 -0.49 ]
"[-0.56167798  0.36507196 -0.02055853  0.71476011 -0.47011729 -0.32012457
  0.88348271]",0,[-0.562  0.365 -0.021]
"[-0.11235835  0.21876971 -0.94633481 -0.44531201 -0.88096239  0.23413831
 -0.88428035]",0,[-0.112  0.219 -0.946]
"[ 0.26464386  0.51995032 -0.52540559 -0.41991171 -0.71645802 -0.76839477
 -0.26290903]",0,[ 0.265  0.52  -0.525]
"[ 0.90791034 -0.15542068 -0.68292048  0.92603643 -0.45457737  0.70691837
 -0.67036798]",0,[ 0.908 -0.155 -0.683]
"[-0.58486659  0.45138647 -0.19378976 -0.14112526 -0.81537056  0.82710319
  0.37437084]",0,[-0.585  0.451 -0.194]
"[ 0.09112439 -0.94186956 -0.48351383 -0.16148437 -0.80229975 -0.01819929
  0.24897773]",0,[ 0.091 -0.942 -0.484]
"[ 0.40728891 -0.1563888   0.90302084 -0.70669779  0.88926452 -0.69157582
  0.62448584]",0,[ 0.407 -0.156  0.903]
"[ 0.58593247  0.25561287 -0.58101734 -0.37716934  0.17006208  0.84710091
 -0.52451426]",0,[ 0.586  0.256 -0.581]
"[-0.25800325  0.23704019 -0.76800547  0.76283717 -0.76335614 -0.71375362
 -0.11361786]",0,[-0.258  0.237 -0.768]
"[-0.91930824 -0.07260621 -0.1942021   0.47919155 -0.60750314 -0.7826756
 -0.75265884]",0,[-0.919 -0.073 -0.194]
"[-0.78141773  0.02310708  0.83673032 -0.34156319 -0.05598711 -0.01784529
  0.73272547]",0,[-0.781  0.023  0.837]
"[ 0.62973276 -0.89949515 -0.37937788  0.26088676 -0.97970638 -0.72552055
 -0.84192276]",0,[ 0.63  -0.899 -0.379]
"[-0.81300849 -0.86008461  0.69575114  0.31241604  0.45338782  0.0910548
  0.54587214]",0,[-0.813 -0.86   0.696]
"[ 0.763487   -0.75468547  0.01519895  0.38676297 -0.90113835 -0.7730055
  0.08422275]",0,[ 0.763 -0.755  0.015]
"[-0.7232762   0.36917309  0.61690536  0.74221681 -0.03444686  0.52307917
  0.48625942]",0,[-0.723  0.369  0.617]
"[ 0.82753409  0.69193676 -0.9502966  -0.34592902  0.17658848 -0.09587351
  0.32822129]",0,[ 0.828  0.692 -0.95 ]
"[ 0.35552037  0.56098144  0.07879618 -0.30888927 -0.13836087 -0.96032005
 -0.35754146]",0,[0.356 0.561 0.079]
"[ 0.47979866  0.3155534  -0.15100384 -0.0583767  -0.60929498  0.37240182
  0.25891033]",0,[ 0.48   0.316 -0.151]
"[ 0.62922787 -0.0489845  -0.88343009  0.65457931  0.45156345 -0.04921072
  0.04352969]",0,[ 0.629 -0.049 -0.883]
"[-0.94039113 -0.18235439  0.83820227 -0.0261814   0.60610173  0.0864997
 -0.97930821]",0,[-0.94  -0.182  0.838]
"[ 0.72291225 -0.76302441  0.73180055 -0.05960382  0.5878696   0.89686616
 -0.71807854]",0,[ 0.723 -0.763  0.732]
"[-0.26154622  0.61940837 -0.6013839  -0.87921111 -0.69004797  0.84574301
 -0.95530739]",0,[-0.262  0.619 -0.601]
"[-0.84203054 -0.21805131 -0.63465302  0.74545944 -0.71007627 -0.75851594
 -0.1009203 ]",0,[-0.842 -0.218 -0.635]
"[-0.3904876  -0.47300872 -0.9751009   0.70631638 -0.81890915 -0.49736675
  0.78117592]",0,[-0.39  -0.473 -0.975]
"[-0.48390563 -0.10837417  0.09543766  0.53976711 -0.82914212 -0.30873168
  0.32604688]",0,[-0.484 -0.108  0.095]
"[ 0.81744818 -0.96871606  0.32560673 -0.92374732 -0.85930144  0.51967605
  0.44845456]",0,[ 0.817 -0.969  0.326]
"[-0.65039919 -0.19566166 -0.26844848  0.96595661 -0.71698141  0.38704455
 -0.68309722]",0,[-0.65  -0.196 -0.268]
"[-0.70500584 -0.31744601 -0.98192979 -0.96763574 -0.95381488 -0.3025477
 -0.54115311]",0,[-0.705 -0.317 -0.982]
"[-0.51399072 -0.71625091 -0.78375307  0.78671693  0.38821297 -0.12418865
 -0.71973297]",0,[-0.514 -0.716 -0.784]
"[-0.17761115  0.19712865 -0.23233102  0.49498523  0.73694778  0.09820833
 -0.29106296]",0,[-0.178  0.197 -0.232]
"[ 0.64489729 -0.22087464  0.2953796   0.17020358  0.01027724  0.59870418
  0.60815259]",0,[ 0.645 -0.221  0.295]
"[-0.60992903  0.43831567 -0.32610419  0.29008476  0.81768928 -0.25417301
 -0.9126814 ]",0,[-0.61   0.438 -0.326]
"[-0.37994595 -0.66540879  0.41004186 -0.20426098 -0.08054979  0.82110588
  0.52444183]",1,[-0.38  -0.665  0.41 ]
