genome,fitness,behavior_descriptor
"[ 0.81865006 -0.20830185  0.47143907  0.60621704  0.02475071  0.93116736
 -0.15683435]",0,[ 0.819 -0.208  0.471]
"[-0.96191989  0.93834248 -0.54257481 -0.53484718 -0.03030322  0.66959786
  0.93721854]",0,[-0.962  0.938 -0.543]
"[ 0.11452709 -0.88320507 -0.63960006  0.53329526 -0.8574893  -0.92548283
  0.68232346]",0,[ 0.115 -0.883 -0.64 ]
"[-0.09440448  0.26540413  0.44353015 -0.84285081  0.83464576 -0.81712772
 -0.12941475]",0,[-0.094  0.265  0.444]
"[-0.66770379 -0.61892477  0.64897092 -0.07346303 -0.90096575  0.44792166
  0.24764997]",0,[-0.668 -0.619  0.649]
"[ 0.266269   -0.29042481 -0.82154197  0.69016318 -0.18872635  0.29423335
  0.37983963]",0,[ 0.266 -0.29  -0.822]
"[ 0.91681489  0.73405029  0.81331163  0.76193969  0.6414019   0.03783649
 -0.70614697]",0,[0.917 0.734 0.813]
"[-0.67699001 -0.60746393 -0.27403706  0.34191124  0.56960912  0.73171448
  0.62175381]",0,[-0.677 -0.607 -0.274]
"[-0.72918668 -0.58228294  0.29752769  0.28578287 -0.26648232 -0.18786213
  0.33298566]",0,[-0.729 -0.582  0.298]
"[-0.93317986 -0.47661141  0.74419723  0.03526227 -0.54711884  0.8799691
 -0.47522476]",0,[-0.933 -0.477  0.744]
"[ 0.16819231 -0.1497925   0.59274927 -0.19192722  0.47925701  0.28462529
  0.45963653]",0,[ 0.168 -0.15   0.593]
"[ 0.49744113  0.83750724  0.36514537  0.10792704  0.10534181 -0.99180529
  0.69113645]",0,[0.497 0.838 0.365]
"[-0.79334977 -0.16141905  0.19226752  0.71071796 -0.57629283  0.99495293
 -0.33784633]",0,[-0.793 -0.161  0.192]
"[ 0.85326998  0.1834339  -0.58249263 -0.26124758 -0.07050665 -0.91946151
 -0.04953266]",0,[ 0.853  0.183 -0.582]
"[ 0.98207897  0.27799228 -0.2025425   0.45197941  0.12229322 -0.02757663
  0.91116253]",0,[ 0.982  0.278 -0.203]
"[ 0.09465974 -0.12172637 -0.76463026 -0.43296916 -0.16306474 -0.90246785
  0.96382236]",0,[ 0.095 -0.122 -0.765]
"[-0.57341001  0.38400875 -0.60781343 -0.75762504  0.89362494 -0.25458108
  0.91976397]",0,[-0.573  0.384 -0.608]
"[-0.49954164 -0.03266196  0.70579966  0.13640949 -0.32995148 -0.64642445
  0.30158328]",0,[-0.5   -0.033  0.706]
"[ 0.92895646  0.68368121  0.77661762  0.4460256  -0.07650435 -0.34625402
 -0.09683335]",0,[0.929 0.684 0.777]
"[-0.3770853  -0.66128108  0.40264614 -0.1926188  -0.08886649  0.8203394
  0.52625431]",1,[-0.377 -0.661  0.403]
"[-0.63033313  0.78587761  0.54462148  0.2857935  -0.11626353 -0.82805335
 -0.06263166]",0,[-0.63   0.786  0.545]
"[ 0.25130036  0.70860332 -0.34836147  0.72730396  0.81267491 -0.36666424
 -0.15830699]",0,[ 0.251  0.709 -0.348]
"[ 0.43560197  0.49606137  0.50605509 -0.86087038  0.91521062 -0.22444544
 -0.77436208]",0,[0.436 0.496 0.506]
"[-0.82750477  0.97430074 -0.29088846  0.93749273 -0.53266706 -0.72018608
  0.83433191]",0,[-0.828  0.974 -0.291]
"[-0.68595317 -0.68234917 -0.17501491  0.50076922 -0.70438343  0.21731506
 -0.46902414]",0,[-0.686 -0.682 -0.175]
"[ 0.59266395  0.63448734 -0.95554384  0.13319931 -0.37119843 -0.03336564
 -0.86751928]",0,[ 0.593  0.634 -0.956]
"[-0.90602461 -0.75795518 -0.87655998  0.18657127  0.45499538  0.9635045
 -0.35413417]",0,[-0.906 -0.758 -0.877]
"[-0.07532552 -0.8901438   0.0033907  -0.94772679  0.76488868  0.78101206
  0.52922035]",0,[-0.075 -0.89   0.003]
"[ 0.12876287 -0.78234101  0.45136072 -0.29395389 -0.02731023 -0.2590823
  0.06361806]",0,[ 0.129 -0.782  0.451]
"[ 0.42009562 -0.65866314 -0.7920655   0.09133328  0.7865766  -0.65760776
  0.22912137]",0,[ 0.42  -0.659 -0.792]
"[-0.73646371  0.54987053  0.51328884  0.08944211  0.94352396 -0.10554627
 -0.11119772]",0,[-0.736  0.55   0.513]
"[-0.69129379 -0.09625422  0.95011539 -0.22039761 -0.17003998 -0.41458487
  0.4613962 ]",0,[-0.691 -0.096  0.95 ]
"[-0.44728552  0.45549693  0.56987848  0.69754225 -0.36357104 -0.70904727
  0.08514284]",0,[-0.447  0.455  0.57 ]
"[ 0.8085059   0.10507437 -0.19484372  0.63962682 -0.86813491 -0.37468904
  0.04515863]",0,[ 0.809  0.105 -0.195]
"[ 0.60525441 -0.88959887 -0.09357233 -0.58076609  0.82448806  0.14248714
  0.12695796]",0,[ 0.605 -0.89  -0.094]
"[ 0.18123369  0.56174337 -0.02451519 -0.82676676 -0.93165226 -0.53796048
 -0.0558675 ]",0,[ 0.181  0.562 -0.025]
"[-0.10679232  0.1387926   0.10123555  0.98668558  0.6582252  -0.9258758
 -0.49544802]",0,[-0.107  0.139  0.101]
"[ 0.28203661  0.65203506  0.27694907  0.55323379 -0.72857154 -0.69005096
  0.5535202 ]",0,[0.282 0.652 0.277]
"[-0.12477699  0.67358349 -0.80666409 -0.28179289 -0.13378995 -0.48487956
  0.35376051]",0,[-0.125  0.674 -0.807]
"[-0.22254     0.07930349  0.72272715  0.04494975 -0.57523082 -0.81160131
  0.39402718]",0,[-0.223  0.079  0.723]
"[-0.72531287  0.3040667   0.67762504 -0.79253907 -0.73449676  0.17765487
 -0.67265719]",0,[-0.725  0.304  0.678]
"[-0.29341907 -0.12729993  0.44383617  0.54463332 -0.59165984 -0.06919884
  0.7977532 ]",0,[-0.293 -0.127  0.444]
"[ 0.0986006  -0.35256651  0.19755992  0.8615897   0.26306644 -0.92313211
 -0.35995376]",0,[ 0.099 -0.353  0.198]
"[-0.85930306  0.01960764  0.85216008 -0.74777979  0.7216268  -0.32847438
 -0.49191353]",0,[-0.859  0.02   0.852]
"[-0.42608179  0.45269724 -0.70632499  0.54839825  0.89503023 -0.86477531
 -0.5991646 ]",0,[-0.426  0.453 -0.706]
"[ 0.4001831   0.60152718  0.08422955  0.76908382 -0.13449382 -0.6645557
 -0.91502806]",0,[0.4   0.602 0.084]
"[-0.04432863 -0.5941893  -0.75285934  0.87592958  0.74147863 -0.2262642
  0.85888214]",0,[-0.044 -0.594 -0.753]
"[-0.47660541 -0.0259835  -0.05856901 -0.66765608 -0.33720859 -0.15632844
 -0.13843177]",0,[-0.477 -0.026 -0.059]
"[ 0.3131203  -0.08672581 -0.74384293 -0.40392814  0.74296691 -0.37923191
 -0.69760418]",0,[ 0.313 -0.087 -0.744]
"[ 0.03057709  0.81536598 -0.65686423 -0.89362068 -0.85652681 -0.63781953
  0.17106331]",0,[ 0.031  0.815 -0.657]
"[ 0.03123812 -0.64294085 -0.33877103 -0.23817443  0.61148093  0.60044019
  0.2913025 ]",0,[ 0.031 -0.643 -0.339]
"[ 0.36394082 -0.95609135 -0.90217356  0.67896831 -0.00470885  0.19521922
 -0.55197666]",0,[ 0.364 -0.956 -0.902]
"[ 0.13575608  0.94145108 -0.73168108 -0.96696571 -0.54342396  0.87010594
 -0.94448324]",0,[ 0.136  0.941 -0.732]
"[-0.06407443  0.21907592 -0.36210196  0.89810794 -0.73801592  0.37570944
  0.46593259]",0,[-0.064  0.219 -0.362]
"[-0.77870052 -0.90895033 -0.37968031 -0.49845759  0.61930997 -0.49433869
 -0.11429052]",0,[-0.779 -0.909 -0.38 ]
"[ 0.0071263   0.87445468  0.63800498 -0.62339762 -0.35195393  0.26967974
  0.61220472]",0,[0.007 0.874 0.638]
"[ 0.21842228  0.33362656  0.55580148 -0.63171851  0.15352166 -0.5920773
  0.23730143]",0,[0.218 0.334 0.556]
"[-0.44017786 -0.93793852  0.60708554  0.29347989 -0.98015468  0.20290964
 -0.89398151]",0,[-0.44  -0.938  0.607]
"[-0.74012742  0.76072782 -0.28846261 -0.18679113  0.80124634 -0.79365826
 -0.01736694]",0,[-0.74   0.761 -0.288]
"[-0.57455653 -0.22021702 -0.71445732  0.78323544 -0.67237972 -0.11787059
 -0.17885994]",0,[-0.575 -0.22  -0.714]
"[-0.58605417  0.17482452  0.64112975  0.46251733  0.6730427  -0.84836105
  0.2982304 ]",0,[-0.586  0.175  0.641]
"[-0.18464358 -0.64130348  0.63395828  0.57347345 -0.84814917  0.96071057
  0.10961691]",0,[-0.185 -0.641  0.634]
"[ 0.25096262  0.60585268 -0.50472607 -0.70198777  0.74674394 -0.99135883
 -0.24810282]",0,[ 0.251  0.606 -0.505]
"[ 0.5114085  -0.37529682 -0.98147804 -0.47490565  0.95598755  0.85412331
 -0.91880917]",0,[ 0.511 -0.375 -0.981]
"[ 0.85017438  0.75310391 -0.43352053  0.68437882 -0.4365055   0.02126691
 -0.41282639]",0,[ 0.85   0.753 -0.434]
"[-0.28801831 -0.05473296 -0.3611505   0.31441178 -0.64417272  0.71748486
  0.27998992]",0,[-0.288 -0.055 -0.361]
"[ 0.99554067 -0.49514935  0.93598857  0.78470846  0.3350381   0.00646384
  0.44137142]",0,[ 0.996 -0.495  0.936]
"[-0.58473252 -0.862224    0.03229957 -0.68042633  0.85918011 -0.83834847
 -0.15918734]",0,[-0.585 -0.862  0.032]
"[ 0.07414811 -0.82271686  0.12954325 -0.84739978  0.52509028  0.9827236
  0.45300033]",0,[ 0.074 -0.823  0.13 ]
"[-0.42916915  0.200896   -0.35012034 -0.26758258 -0.38724299  0.67963108
 -0.47539418]",0,[-0.429  0.201 -0.35 ]
"[ 0.47384033 -0.89646702  0.38742112 -0.25273308 -0.00317037 -0.8602805
  0.84927513]",0,[ 0.474 -0.896  0.387]
"[ 0.40243249  0.8098963  -0.74984043 -0.48500597 -0.4801935   0.69248248
  0.17073177]",0,[ 0.402  0.81  -0.75 ]
"[-0.34771352 -0.97399486 -0.47625098 -0.44861886  0.04502441 -0.62634655
 -0.89082492]",0,[-0.348 -0.974 -0.476]
"[-0.37517204  0.13707948 -0.92654978 -0.661311    0.42569026 -0.36691641
 -0.24613749]",0,[-0.375  0.137 -0.927]
"[-0.89605581 -0.11426498  0.61894165  0.36268607 -0.24116628  0.43604694
  0.44276033]",0,[-0.896 -0.114  0.619]
"[ 0.39595447  0.00272528 -0.20668976  0.02787535  0.37205978 -0.03576849
  0.8282846 ]",0,[ 0.396  0.003 -0.207]
"[ 0.93065364  0.42336957  0.55114471 -0.26815701 -0.41660384 -0.88792961
 -0.39380264]",0,[0.931 0.423 0.551]
"[ 0.66177503  0.83237573  0.79961028  0.16340923  0.77117951 -0.26579991
 -0.76350579]",0,[0.662 0.832 0.8  ]
"[ 0.30084447 -0.49621733  0.65722305 -0.84901685 -0.44842326 -0.62911872
 -0.58708337]",0,[ 0.301 -0.496  0.657]
"[ 0.56240402 -0.49457187  0.67455818  0.49713509 -0.86697643 -0.54976938
 -0.69283642]",0,[ 0.562 -0.495  0.675]
"[-0.37878551  0.26139344 -0.9763693   0.1598356   0.0735241   0.81476581
 -0.82722191]",0,[-0.379  0.261 -0.976]
"[-0.05389981 -0.87843476  0.10424052 -0.20718271  0.21554997  0.15697771
  0.76969937]",0,[-0.054 -0.878  0.104]
"[ 0.43811093  0.94176046 -0.86765239  0.65284384  0.16548901  0.28564995
  0.28193356]",0,[ 0.438  0.942 -0.868]
"[ 0.34651517  0.5510385  -0.26732021  0.67511355 -0.52896342 -0.14625136
 -0.08356258]",0,[ 0.347  0.551 -0.267]
"[-0.12745787 -0.89169031 -0.46372345  0.29398384 -0.62060187  0.55141444
  0.63123496]",0,[-0.127 -0.892 -0.464]
"[ 0.09279678  0.93056891 -0.5784383  -0.86075714  0.53815237  0.00873799
 -0.84861997]",0,[ 0.093  0.931 -0.578]
"[ 0.52751971  0.18776835  0.99281312  0.50590809  0.91211835 -0.81290136
 -0.30970173]",0,[0.528 0.188 0.993]
"[-0.78403689 -0.14203003  0.86010648 -0.97586677 -0.75717392 -0.25676476
 -0.81019717]",0,[-0.784 -0.142  0.86 ]
"[-0.31937112  0.55290108 -0.37540261  0.13824024  0.7473063  -0.99502697
 -0.06074652]",0,[-0.319  0.553 -0.375]
"[-0.99894378  0.64086442  0.91081864 -0.4104565  -0.29198419  0.13020982
  0.04618503]",0,[-0.999  0.641  0.911]
"[ 0.94544363  0.666863   -0.82186638 -0.25498811 -0.88668096 -0.13043874
  0.72649007]",0,[ 0.945  0.667 -0.822]
"[ 0.74092918 -0.31643436  0.39394412  0.53159282  0.41907804  0.78444457
  0.32026032]",0,[ 0.741 -0.316  0.394]
"[-0.17296304  0.70071853 -0.67201553 -0.02655058  0.43941023 -0.33825873
  0.21506731]",0,[-0.173  0.701 -0.672]
"[-0.40738451  0.61547154  0.76038293  0.73461089 -0.39847105 -0.43367317
  0.65056909]",0,[-0.407  0.615  0.76 ]
"[ 0.79873205  0.91633403  0.03196399 -0.7557881   0.09109473 -0.9650299
  0.9065433 ]",0,[0.799 0.916 0.032]
"[-0.74792494  0.41376712  0.8279459   0.07390821  0.05494096 -0.77817395
  0.10796999]",0,[-0.748  0.414  0.828]
"[ 0.30462643 -0.77749973 -0.57737841  0.85075997  0.41416976 -0.74560026
  0.97324706]",0,[ 0.305 -0.777 -0.577]
"[-0.894919   -0.55269689  0.7529758  -0.32701117  0.01692156  0.13653541
  0.17450657]",0,[-0.895 -0.553  0.753]
"[-0.75842106 -0.81998664  0.00686228  0.24665853 -0.38853554  0.81357614
  0.15256591]",0,[-0.758 -0.82   0.007]
"[ 0.81702935 -0.20555905  0.47334884  0.60385322  0.02305949  0.93087732
 -0.15862033]",0,[ 0.817 -0.206  0.473]
"[-0.96293656  0.9379071  -0.54430729 -0.53442525 -0.02997969  0.66803985
  0.9348432 ]",0,[-0.963  0.938 -0.544]
"[ 0.11471191 -0.88375849 -0.6398812   0.53242892 -0.86302777 -0.92716881
  0.68350045]",0,[ 0.115 -0.884 -0.64 ]
"[-0.09817024  0.26457017  0.44336258 -0.84454526  0.83405667 -0.81855722
 -0.13309447]",0,[-0.098  0.265  0.443]
"[-0.66643625 -0.61753015  0.64961001 -0.07172622 -0.90169263  0.44498269
  0.24506369]",0,[-0.666 -0.618  0.65 ]
"[ 0.25994129 -0.29208925 -0.82264483  0.68977921 -0.19013329  0.29237009
  0.37871701]",0,[ 0.26  -0.292 -0.823]
"[ 0.91642263  0.73213805  0.81496684  0.75806075  0.63981777  0.03875293
 -0.70308368]",0,[0.916 0.732 0.815]
"[-0.67779297 -0.60632817 -0.27439742  0.34043074  0.57138317  0.7320367
  0.62240113]",0,[-0.678 -0.606 -0.274]
"[-0.7295405  -0.58111997  0.30009964  0.28815518 -0.26493287 -0.18819773
  0.33170261]",0,[-0.73  -0.581  0.3  ]
"[-0.93250286 -0.47967619  0.7473643   0.03371369 -0.5500026   0.88263748
 -0.47708232]",0,[-0.933 -0.48   0.747]
"[ 0.16619148 -0.14764487  0.59371453 -0.19181842  0.4797452   0.28807945
  0.46029693]",0,[ 0.166 -0.148  0.594]
"[ 0.49434186  0.83679704  0.36345208  0.10810645  0.10465252 -0.99157334
  0.68866463]",0,[0.494 0.837 0.363]
"[-0.79434342 -0.16249694  0.1924389   0.71235931 -0.57493374  0.99388078
 -0.34063527]",0,[-0.794 -0.162  0.192]
"[ 0.85344829  0.18200149 -0.58310153 -0.26457026 -0.07158862 -0.9221241
 -0.04907398]",0,[ 0.853  0.182 -0.583]
"[ 0.98343794  0.28039094 -0.20446474  0.44830958  0.12454282 -0.02853242
  0.91008356]",0,[ 0.983  0.28  -0.204]
"[ 0.09582894 -0.12072276 -0.76651768 -0.43330965 -0.16306496 -0.90299069
  0.96209049]",0,[ 0.096 -0.121 -0.767]
"[-0.57159785  0.38876976 -0.60576645 -0.75670316  0.8945546  -0.25618812
  0.92400151]",0,[-0.572  0.389 -0.606]
"[-0.50377187 -0.03130815  0.70661887  0.13012556 -0.33121315 -0.64988674
  0.30127119]",0,[-0.504 -0.031  0.707]
"[ 0.9276224   0.68007967  0.77885669  0.44704075 -0.07222248 -0.34542659
 -0.09791647]",0,[0.928 0.68  0.779]
"[-0.37596332 -0.65972394  0.40161616 -0.19370486 -0.08918356  0.82167746
  0.52473976]",1,[-0.376 -0.66   0.402]
"[-0.37794197 -0.6562744   0.40217682 -0.18635398 -0.08874076  0.82517452
  0.52395288]",1,[-0.378 -0.656  0.402]
"[-0.63064797  0.78596526  0.54061834  0.28745311 -0.11339239 -0.83052713
 -0.06247031]",0,[-0.631  0.786  0.541]
