genome,fitness,behavior_descriptor
"[-0.81903888  0.44083196 -0.24136434  0.460516    0.64375868  0.84461191
  0.44847522]",0,[-0.819  0.441 -0.241]
"[ 0.36204418  0.05109364  0.10811349 -0.67869691  0.19655367  0.47817139
 -0.40540653]",0,[0.362 0.051 0.108]
"[ 0.50908738 -0.54344738 -0.77840224 -0.60046392 -0.37589535  0.2775134
 -0.12943697]",0,[ 0.509 -0.543 -0.778]
"[-0.60457263 -0.79559437  0.49750209 -0.14256251  0.59404071  0.16059726
 -0.72667342]",0,[-0.605 -0.796  0.498]
"[-0.112803   -0.61358467  0.32110479 -0.2754876   0.91704524  0.89145155
 -0.92278575]",0,[-0.113 -0.614  0.321]
"[-0.1774002  -0.32319351 -0.56929813 -0.40277653  0.09299648  0.23484
 -0.82337467]",0,[-0.177 -0.323 -0.569]
"[ 0.31398731 -0.86546894 -0.60253872 -0.25966636 -0.70829512  0.79660489
 -0.77624374]",0,[ 0.314 -0.865 -0.603]
"[-0.9225449  -0.17712188  0.50278681 -0.89795354  0.13785478 -0.27861893
 -0.00992092]",0,[-0.923 -0.177  0.503]
"[ 0.33525163 -0.54919507  0.10031166 -0.99739147  0.00194113 -0.32426768
 -0.8162009 ]",0,[ 0.335 -0.549  0.1  ]
"[ 0.42310344 -0.44892658  0.38848979  0.11353725  0.91396787 -0.82616052
 -0.83355452]",0,[ 0.423 -0.449  0.388]
"[-0.97514292 -0.32387757 -0.38704095 -0.40955899  0.21382125 -0.15803538
  0.20096197]",0,[-0.975 -0.324 -0.387]
"[-0.75135215  0.13855999 -0.89293434 -0.5180957   0.34325712  0.81674195
  0.20934921]",0,[-0.751  0.139 -0.893]
"[-0.92979468 -0.14281931 -0.52521987 -0.9704411  -0.72791028 -0.7230467
 -0.00205708]",0,[-0.93  -0.143 -0.525]
"[ 0.99537594  0.79510628  0.55748297  0.82025353 -0.21440818  0.42578039
 -0.30645246]",0,[0.995 0.795 0.557]
"[ 0.83084894 -0.93059447 -0.08964309 -0.05979546  0.05663224  0.84178944
 -0.67068967]",0,[ 0.831 -0.931 -0.09 ]
"[-0.2263604  -0.8113409   0.49865084  0.85033865 -0.38413068 -0.56157485
  0.280717  ]",0,[-0.226 -0.811  0.499]
"[-0.16691213  0.92379148  0.88269706 -0.83414623 -0.80296016 -0.584676
 -0.20902512]",0,[-0.167  0.924  0.883]
"[ 0.64068101  0.50541879  0.46094775 -0.55726986  0.07595956 -0.68061024
  0.38518033]",0,[0.641 0.505 0.461]
"[ 0.8796464   0.81999534  0.12316677 -0.83625213 -0.90507171  0.96661964
 -0.8385992 ]",0,[0.88  0.82  0.123]
"[-0.89399324 -0.27770546 -0.68994994 -0.07089711 -0.87493807  0.66545443
  0.68482354]",0,[-0.894 -0.278 -0.69 ]
"[ 0.69961293  0.27710809 -0.97289151  0.79177504  0.88651219  0.09495606
  0.34686606]",0,[ 0.7    0.277 -0.973]
"[-0.15690157  0.95029957  0.2457706  -0.24235163 -0.68783766  0.0401045
 -0.1519345 ]",0,[-0.157  0.95   0.246]
"[ 0.01708098 -0.93341928 -0.21130574 -0.95118912  0.72829333  0.05055331
 -0.38028123]",0,[ 0.017 -0.933 -0.211]
"[-0.92983077 -0.6743535   0.32309509  0.32601162  0.69065625 -0.05733122
 -0.79323122]",0,[-0.93  -0.674  0.323]
"[-0.08333436 -0.11562458  0.27295602 -0.95752574 -0.06590507 -0.56265614
  0.85629617]",0,[-0.083 -0.116  0.273]
"[ 0.82547624  0.40011765  0.91283086  0.80357942  0.20039197  0.70068123
 -0.92270054]",0,[0.825 0.4   0.913]
"[-0.60072435 -0.0027398   0.65356044  0.8016876  -0.85502083 -0.7456768
 -0.79871319]",0,[-0.601 -0.003  0.654]
"[ 0.05031458  0.1853158  -0.5685404   0.09270916  0.56478559 -0.80793142
 -0.37451491]",0,[ 0.05   0.185 -0.569]
"[ 0.62281558 -0.81187826  0.77942859 -0.94405723  0.50029317  0.42367891
 -0.92832868]",0,[ 0.623 -0.812  0.779]
"[ 0.73797747  0.94584523  0.21650691 -0.12688507  0.65699333  0.68356453
  0.25789857]",0,[0.738 0.946 0.217]
"[-0.89889461  0.68238601  0.94342288  0.4518992   0.30448653  0.03085217
  0.07931338]",0,[-0.899  0.682  0.943]
"[ 0.7196834  -0.2721026   0.54889039 -0.58790224  0.03358308 -0.46231213
 -0.98036377]",0,[ 0.72  -0.272  0.549]
"[ 0.4503028  -0.63083487  0.67718436 -0.10265602 -0.98991098 -0.83397531
  0.36115167]",0,[ 0.45  -0.631  0.677]
"[-0.07539618 -0.71446177  0.46284729 -0.02107156  0.63013596 -0.7668148
 -0.30848828]",0,[-0.075 -0.714  0.463]
"[-0.24750179  0.24497419 -0.86977868 -0.396634    0.9136886  -0.3404112
 -0.05163428]",0,[-0.248  0.245 -0.87 ]
"[ 0.16903171 -0.0544014  -0.28100947  0.59172428  0.88769202  0.37233634
 -0.56027769]",0,[ 0.169 -0.054 -0.281]
"[ 0.03793866 -0.66083944 -0.71058171 -0.7508489  -0.62917192  0.89645374
  0.5228827 ]",0,[ 0.038 -0.661 -0.711]
"[-0.15169403  0.03376736 -0.90951372 -0.77910517 -0.16595502  0.22043581
 -0.42643971]",0,[-0.152  0.034 -0.91 ]
"[ 0.69360272 -0.66723289  0.2517577   0.61539899 -0.73973671 -0.81081175
  0.50990432]",0,[ 0.694 -0.667  0.252]
"[-0.79827331 -0.09283997 -0.63668029 -0.83611087 -0.16062784  0.77187879
  0.70077574]",0,[-0.798 -0.093 -0.637]
"[ 0.4627885   0.99690177 -0.98425244  0.23545345 -0.45080894  0.17503702
  0.86353748]",0,[ 0.463  0.997 -0.984]
"[-0.7669903   0.521181    0.5793486   0.44043914 -0.42981265  0.49411943
  0.88987213]",0,[-0.767  0.521  0.579]
"[-0.34956603 -0.87679976  0.3851016   0.44726829 -0.83107245  0.87268332
 -0.0908378 ]",0,[-0.35  -0.877  0.385]
"[ 0.48593651 -0.32624074 -0.66421358  0.38405878  0.33148919 -0.9970274
 -0.04208119]",0,[ 0.486 -0.326 -0.664]
"[-0.14750084  0.1826072  -0.39772641 -0.75627922  0.72109885  0.00186731
  0.93157285]",0,[-0.148  0.183 -0.398]
"[ 0.57803309 -0.79830162 -0.48629861 -0.55706949 -0.41413566  0.66353995
  0.56562345]",0,[ 0.578 -0.798 -0.486]
"[-0.83579937  0.82827357 -0.87040006 -0.23973542  0.49167926 -0.8542278
  0.22517476]",0,[-0.836  0.828 -0.87 ]
"[ 0.48192482 -0.49020927 -0.44426338 -0.43851613 -0.58038803  0.08131605
  0.84515677]",0,[ 0.482 -0.49  -0.444]
"[ 0.51856582 -0.54860416  0.72846476 -0.94601091  0.1381496   0.31049812
 -0.53006094]",0,[ 0.519 -0.549  0.728]
"[ 0.37243166 -0.0644764   0.51030999  0.80326958 -0.60747651  0.19139868
 -0.71174142]",0,[ 0.372 -0.064  0.51 ]
"[-0.34941407  0.05590131  0.93383754  0.76074826  0.6642303   0.55448067
 -0.62876672]",0,[-0.349  0.056  0.934]
"[-0.74427673 -0.48216375 -0.02718101 -0.62687922 -0.1301679   0.43263332
  0.63352625]",0,[-0.744 -0.482 -0.027]
"[-0.95021621 -0.72095703  0.70580011 -0.41591142  0.69990615  0.3722337
  0.48143944]",0,[-0.95  -0.721  0.706]
"[-0.13000982 -0.001177    0.10651333  0.15750758 -0.03509528 -0.99343746
  0.01193169]",0,[-0.13  -0.001  0.107]
"[-0.7761222   0.50162439 -0.52111726  0.26267837  0.69803091 -0.07619753
  0.67948484]",0,[-0.776  0.502 -0.521]
"[ 0.84586322  0.89585922  0.80633887  0.35526596  0.18529868  0.82539801
 -0.73207133]",0,[0.846 0.896 0.806]
"[ 0.82947424  0.02861951  0.19957491  0.8452064  -0.82553641  0.80078046
  0.0558008 ]",0,[0.829 0.029 0.2  ]
"[ 0.42753023  0.4006853  -0.03689138  0.6242735   0.2081258  -0.30613233
  0.69405005]",0,[ 0.428  0.401 -0.037]
"[ 0.36602243  0.27418596  0.52424298 -0.64488863 -0.69383993  0.63836376
 -0.11201686]",0,[0.366 0.274 0.524]
"[ 0.42691991 -0.58690027  0.8788385   0.96422612 -0.05375773 -0.50560331
 -0.21410617]",0,[ 0.427 -0.587  0.879]
"[-0.31412129 -0.22073471 -0.99671263  0.31321434 -0.9181995   0.36083524
 -0.49192034]",0,[-0.314 -0.221 -0.997]
"[-0.44092207  0.20667434  0.01404614  0.0344626   0.58727164  0.4647658
  0.55043229]",0,[-0.441  0.207  0.014]
"[-0.89105651 -0.39468746 -0.64875802  0.17757247  0.21074096 -0.87861902
 -0.9791881 ]",0,[-0.891 -0.395 -0.649]
"[ 0.1022229  -0.77252737 -0.68287732  0.96759367 -0.2314871  -0.80944932
  0.29264973]",0,[ 0.102 -0.773 -0.683]
"[-0.68232122  0.3467558   0.07133386 -0.93651285  0.90164416  0.01275871
 -0.10827109]",0,[-0.682  0.347  0.071]
"[ 0.23908731  0.74877219  0.92186472  0.23834126  0.45594066  0.12019412
 -0.4164891 ]",0,[0.239 0.749 0.922]
"[ 0.74951579 -0.758055   -0.28502259  0.85483786  0.81419121  0.91887321
 -0.43585029]",0,[ 0.75  -0.758 -0.285]
"[ 0.483243    0.65940183  0.82336137  0.03946377 -0.5889879   0.99201661
 -0.48430731]",0,[0.483 0.659 0.823]
"[-0.8189772  -0.26254846 -0.65038543 -0.62038354  0.835987    0.97840016
  0.22119439]",0,[-0.819 -0.263 -0.65 ]
"[-0.46784272  0.91635231 -0.89331881  0.21393602 -0.32030556  0.00410574
  0.78854002]",0,[-0.468  0.916 -0.893]
"[-0.55195127 -0.37441646  0.41418223  0.27498713  0.10664634 -0.82204719
  0.98853687]",0,[-0.552 -0.374  0.414]
"[-0.90783626  0.47428091 -0.46212104 -0.84987818  0.7651711  -0.72172299
  0.95440516]",0,[-0.908  0.474 -0.462]
"[-0.14727671 -0.72580671  0.52261874 -0.63872672  0.26352407 -0.58973817
  0.05281902]",0,[-0.147 -0.726  0.523]
"[-0.8507811   0.49412742 -0.73380364  0.28782036  0.88296268 -0.97403253
 -0.60721169]",0,[-0.851  0.494 -0.734]
"[-0.70592126  0.4136262  -0.81913803 -0.79217622 -0.7969979   0.65179536
 -0.12026869]",0,[-0.706  0.414 -0.819]
"[ 0.29737507 -0.39661495  0.94369374 -0.2915284   0.31712303  0.95241919
  0.83230139]",0,[ 0.297 -0.397  0.944]
"[-0.00647941 -0.27302294 -0.23929339  0.81898291  0.06840309 -0.16254064
  0.27738381]",0,[-0.006 -0.273 -0.239]
"[-0.83730967 -0.17411146 -0.41049761 -0.14059451  0.36353817 -0.51174298
  0.78601921]",0,[-0.837 -0.174 -0.41 ]
"[ 0.6548035  -0.96744256  0.125535    0.24774985  0.82435821  0.46708565
  0.64698977]",0,[ 0.655 -0.967  0.126]
"[-0.83618194 -0.16223413 -0.09730844  0.51412144  0.79560157 -0.73396118
 -0.80073656]",0,[-0.836 -0.162 -0.097]
"[-0.38316333 -0.64976064  0.4013088  -0.18468501 -0.06888551  0.81586504
  0.53064772]",1,[-0.383 -0.65   0.401]
"[ 0.00990673  0.92189519 -0.50932354  0.74569828 -0.11257352  0.77198499
 -0.74718865]",0,[ 0.01   0.922 -0.509]
"[-0.80990697  0.61270578  0.91862777 -0.11571516 -0.32621892  0.68111867
 -0.88667944]",0,[-0.81   0.613  0.919]
"[-0.55600617  0.88205325 -0.81466242  0.57945495 -0.66420091  0.1796446
 -0.06524718]",0,[-0.556  0.882 -0.815]
"[ 0.25247197 -0.35639747 -0.86140386 -0.23976228  0.41620335  0.56878005
 -0.57308662]",0,[ 0.252 -0.356 -0.861]
"[-0.90727325  0.38403134  0.65642681  0.01506972  0.89195071 -0.41208533
  0.70922509]",0,[-0.907  0.384  0.656]
"[ 0.57273027 -0.24669924  0.15564147  0.83187574  0.91463694 -0.17757292
 -0.05697741]",0,[ 0.573 -0.247  0.156]
"[ 0.22063514  0.37514295  0.2911844   0.66907262  0.54893112  0.64311663
 -0.39525883]",0,[0.221 0.375 0.291]
"[-0.9197207  -0.55211345 -0.23732138  0.40201731  0.48523454 -0.78363601
 -0.65886692]",0,[-0.92  -0.552 -0.237]
"[-0.72777717 -0.3555096  -0.44226335 -0.95405546 -0.91262693  0.67369764
  0.71190977]",0,[-0.728 -0.356 -0.442]
"[-0.91051147  0.57279094 -0.2466447   0.94531311  0.32261359 -0.50187571
  0.55190331]",0,[-0.911  0.573 -0.247]
"[ 0.45607016  0.57366014 -0.33318654 -0.08947942 -0.03673304  0.7243999
  0.9598739 ]",0,[ 0.456  0.574 -0.333]
"[-0.72130177  0.85966988 -0.34799316  0.57201361 -0.58466712  0.37324162
  0.06855062]",0,[-0.721  0.86  -0.348]
"[-0.68188084  0.95922719  0.78024333  0.83739518 -0.62146347  0.17406294
  0.4434662 ]",0,[-0.682  0.959  0.78 ]
"[ 1.01439629  0.16248883 -0.85795963 -0.16088806 -0.69871321  0.02782338
  0.96450954]",0,[ 1.014  0.162 -0.858]
"[-0.70185438  0.86577527 -0.14842375  0.43739589 -0.80150424 -0.2279929
 -0.10075104]",0,[-0.702  0.866 -0.148]
"[-0.87414338  0.07709548 -0.81359227  0.9211252  -0.89733971  0.70028388
  0.05574946]",0,[-0.874  0.077 -0.814]
"[-0.55008293 -0.68260023 -0.69898124 -0.70474964 -0.32605374  0.96059566
 -0.70518666]",0,[-0.55  -0.683 -0.699]
"[ 0.62096191 -0.49339539 -0.47968185  0.81506129 -0.73939474  0.55033466
  0.5992607 ]",0,[ 0.621 -0.493 -0.48 ]
"[ 0.60808816 -0.64013542 -0.59873945  0.54522744 -0.76928857  0.92945434
 -0.47534946]",0,[ 0.608 -0.64  -0.599]
"[-0.82327987  0.44010935 -0.24531941  0.46801618  0.64100733  0.83196349
  0.45908664]",0,[-0.823  0.44  -0.245]
"[ 0.37577692  0.04139942  0.12788973 -0.69457783  0.19577441  0.46606696
 -0.40226731]",0,[0.376 0.041 0.128]
"[ 0.4945602  -0.55250415 -0.78609005 -0.63003814 -0.3772628   0.26392293
 -0.14497985]",0,[ 0.495 -0.553 -0.786]
"[-0.59209291 -0.78089654  0.49238229 -0.15649356  0.59692455  0.16768662
 -0.73633727]",0,[-0.592 -0.781  0.492]
"[-0.10326045 -0.59144068  0.32408619 -0.27693269  0.91648315  0.8986917
 -0.93867431]",0,[-0.103 -0.591  0.324]
"[-0.1698614  -0.31618112 -0.57605155 -0.38986393  0.07314198  0.22993553
 -0.82490769]",0,[-0.17  -0.316 -0.576]
"[ 0.32261022 -0.86815584 -0.59514587 -0.28120484 -0.6845033   0.80620551
 -0.77972959]",0,[ 0.323 -0.868 -0.595]
"[-0.91282433 -0.17002472  0.51259895 -0.90190447  0.15097551 -0.28668274
 -0.00169504]",0,[-0.913 -0.17   0.513]
"[ 0.33401592 -0.55375161  0.08156366 -1.00025023 -0.00314136 -0.34042698
 -0.81519157]",0,[ 0.334 -0.554  0.082]
"[ 0.40439036 -0.46251596  0.38419092  0.11787948  0.90113418 -0.82316873
 -0.82839762]",0,[ 0.404 -0.463  0.384]
"[-0.98580159 -0.33485789 -0.39614017 -0.41885946  0.21493485 -0.15652885
  0.18916689]",0,[-0.986 -0.335 -0.396]
"[-0.76605939  0.1408698  -0.89895725 -0.53235955  0.33578176  0.83504579
  0.19264781]",0,[-0.766  0.141 -0.899]
"[-0.91063693 -0.1479183  -0.51775604 -0.96121595 -0.71783728 -0.70658161
 -0.01037186]",0,[-0.911 -0.148 -0.518]
"[ 0.98161771  0.80425941  0.5727764   0.83547121 -0.23212768  0.41836284
 -0.30967102]",0,[0.982 0.804 0.573]
"[ 0.83121199 -0.94095215 -0.09855157 -0.05180214  0.0575853   0.84297958
 -0.661435  ]",0,[ 0.831 -0.941 -0.099]
"[-0.21544675 -0.80739024  0.50192772  0.84928433 -0.3733911  -0.55697245
  0.2685409 ]",0,[-0.215 -0.807  0.502]
"[-0.16317969  0.90472793  0.88677642 -0.82079255 -0.8129598  -0.58951645
 -0.19454489]",0,[-0.163  0.905  0.887]
"[ 0.6364631   0.52047499  0.47057265 -0.56978796  0.08176672 -0.68594615
  0.38874425]",0,[0.636 0.52  0.471]
"[ 0.86289015  0.81801105  0.13045358 -0.84933358 -0.92387797  0.97630522
 -0.84696097]",0,[0.863 0.818 0.13 ]
"[-0.88180682 -0.2750281  -0.69879407 -0.06453202 -0.85973961  0.67065946
  0.67758465]",0,[-0.882 -0.275 -0.699]
"[ 0.69644827  0.27171306 -0.95788606  0.80455398  0.89793796  0.09085457
  0.35514914]",0,[ 0.696  0.272 -0.958]
"[-0.16282716  0.93890911  0.24925205 -0.23343478 -0.7057315   0.03417156
 -0.13276091]",0,[-0.163  0.939  0.249]
"[ 0.02888354 -0.91540002 -0.19004452 -0.93853087  0.73848873  0.04309323
 -0.39969929]",0,[ 0.029 -0.915 -0.19 ]
"[-0.95318462 -0.67663293  0.33980687  0.3206777   0.68303475 -0.04610114
 -0.79687972]",0,[-0.953 -0.677  0.34 ]
"[-0.06597053 -0.12227876  0.27685448 -0.96401258 -0.09245435 -0.55165953
  0.85828382]",0,[-0.066 -0.122  0.277]
"[ 0.8186868   0.40423089  0.89214644  0.81350475  0.19966006  0.72066583
 -0.91187405]",0,[0.819 0.404 0.892]
"[-0.59514575  0.01663935  0.64761559  0.81089756 -0.86541529 -0.73557879
 -0.80197872]",0,[-0.595  0.017  0.648]
"[ 0.04657912  0.19214474 -0.56105473  0.10324744  0.5675755  -0.80097113
 -0.38928259]",0,[ 0.047  0.192 -0.561]
"[ 0.62174561 -0.80631306  0.76333031 -0.94784665  0.49414089  0.43010062
 -0.93843913]",0,[ 0.622 -0.806  0.763]
"[ 0.7324709   0.94771868  0.19755165 -0.13832453  0.63769979  0.68032628
  0.26263419]",0,[0.732 0.948 0.198]
"[-0.90051447  0.67329514  0.94473608  0.43567586  0.31404016  0.04822765
  0.06995632]",0,[-0.901  0.673  0.945]
"[ 0.7183883  -0.28021006  0.54398168 -0.5951093   0.02382321 -0.47382633
 -0.99930315]",0,[ 0.718 -0.28   0.544]
"[ 0.45628606 -0.61777454  0.67759202 -0.10345079 -1.0030971  -0.83246326
  0.36405705]",0,[ 0.456 -0.618  0.678]
"[-0.06616443 -0.72735819  0.45403621 -0.03954015  0.61350637 -0.77119505
 -0.32224071]",0,[-0.066 -0.727  0.454]
"[-0.26042769  0.22419373 -0.86944463 -0.3908086   0.93666443 -0.34437971
 -0.06520501]",0,[-0.26   0.224 -0.869]
"[ 0.17694211 -0.05648981 -0.29684364  0.5974135   0.88952613  0.36181159
 -0.54583704]",0,[ 0.177 -0.056 -0.297]
"[ 0.03912494 -0.6782644  -0.71766917 -0.74632721 -0.61882527  0.90473635
  0.5071746 ]",0,[ 0.039 -0.678 -0.718]
"[-0.16410608  0.03711131 -0.88941501 -0.77115127 -0.14985458  0.21549133
 -0.42323824]",0,[-0.164  0.037 -0.889]
"[ 0.68099541 -0.65040639  0.25865359  0.62780183 -0.73681723 -0.8274845
  0.50289833]",0,[ 0.681 -0.65   0.259]
"[-0.78873087 -0.11043214 -0.62346349 -0.84117288 -0.17643096  0.7663202
  0.70906076]",0,[-0.789 -0.11  -0.623]
"[ 0.45351594  0.98950326 -0.96991635  0.23399637 -0.44814827  0.18188421
  0.85925538]",0,[ 0.454  0.99  -0.97 ]
"[-0.77026999  0.52199014  0.57294955  0.43219819 -0.44131982  0.47545414
  0.8847585 ]",0,[-0.77   0.522  0.573]
"[-0.3539755  -0.87797009  0.38427925  0.4380953  -0.83182099  0.8858571
 -0.08655721]",0,[-0.354 -0.878  0.384]
"[ 0.49393466 -0.327076   -0.65629946  0.39839281  0.32105135 -0.98998576
 -0.02359464]",0,[ 0.494 -0.327 -0.656]
"[-0.15594923  0.18150302 -0.40926481 -0.75515966  0.72647967  0.01543733
  0.93144283]",0,[-0.156  0.182 -0.409]
"[ 0.59864511 -0.80355507 -0.47337598 -0.56306362 -0.41206359  0.66572722
  0.55594794]",0,[ 0.599 -0.804 -0.473]
"[-0.82920507  0.83697481 -0.87219331 -0.22963749  0.48369924 -0.8481018
  0.23916567]",0,[-0.829  0.837 -0.872]
"[ 0.4653393  -0.48693489 -0.45075864 -0.43105531 -0.57092688  0.07864004
  0.83471776]",0,[ 0.465 -0.487 -0.451]
"[ 0.5275223  -0.53407286  0.73580719 -0.95355605  0.13908965  0.32879889
 -0.52718304]",0,[ 0.528 -0.534  0.736]
"[ 0.37367954 -0.05465637  0.50513865  0.79044197 -0.60470325  0.20328464
 -0.71012818]",0,[ 0.374 -0.055  0.505]
"[-0.34546883  0.04718983  0.92443502  0.75342897  0.67894247  0.55916076
 -0.62218018]",0,[-0.345  0.047  0.924]
"[-0.76587487 -0.48321549 -0.03630289 -0.64093248 -0.14000731  0.44899985
  0.64265027]",0,[-0.766 -0.483 -0.036]
"[-0.9518865  -0.7451343   0.698431   -0.4201393   0.69053148  0.38471312
  0.48210331]",0,[-0.952 -0.745  0.698]
"[-1.24597287e-01 -9.65455185e-04  1.02365147e-01  1.54382018e-01
 -3.09660368e-02 -9.90112481e-01  1.09934775e-02]",0,[-0.125 -0.001  0.102]
"[-0.77627032  0.50186109 -0.54497679  0.27810447  0.70009866 -0.07314319
  0.68438488]",0,[-0.776  0.502 -0.545]
"[ 0.83743717  0.89399399  0.80934992  0.35905782  0.18320022  0.81980114
 -0.74234414]",0,[0.837 0.894 0.809]
"[ 0.83869849  0.04218075  0.19816937  0.83826327 -0.84029843  0.80710426
  0.05879145]",0,[0.839 0.042 0.198]
"[ 0.40622146  0.40491427 -0.0377424   0.62229056  0.20481719 -0.31328736
  0.69796959]",0,[ 0.406  0.405 -0.038]
"[ 0.38134664  0.26963224  0.52831567 -0.63858052 -0.68557167  0.63404977
 -0.08756339]",0,[0.381 0.27  0.528]
"[ 0.42840977 -0.60112717  0.88426546  0.96551433 -0.06301939 -0.5156294
 -0.20521549]",0,[ 0.428 -0.601  0.884]
"[-0.33648316 -0.2216341  -0.99451143  0.31829606 -0.92242662  0.37470592
 -0.48400069]",0,[-0.336 -0.222 -0.995]
"[-0.44281873  0.19335875  0.00459199  0.03664029  0.56488952  0.4626883
  0.548059  ]",0,[-0.443  0.193  0.005]
"[-0.88566542 -0.38424223 -0.64304917  0.17804275  0.21602632 -0.89397732
 -0.98515747]",0,[-0.886 -0.384 -0.643]
"[ 0.09035916 -0.77740129 -0.66504394  0.95352861 -0.22555369 -0.8079582
  0.28682369]",0,[ 0.09  -0.777 -0.665]
"[-0.68523959  0.35486053  0.09057727 -0.94122168  0.90874109  0.00547464
 -0.11869726]",0,[-0.685  0.355  0.091]
"[ 0.23103934  0.74892868  0.93665985  0.23402582  0.46739678  0.12475276
 -0.41141007]",0,[0.231 0.749 0.937]
"[ 0.73298905 -0.77016626 -0.27583472  0.86629784  0.81764259  0.91490816
 -0.43447163]",0,[ 0.733 -0.77  -0.276]
"[ 0.48777915  0.64303063  0.81589327  0.05089921 -0.58017074  0.99801069
 -0.49145968]",0,[0.488 0.643 0.816]
"[-0.79514219 -0.25968366 -0.63349145 -0.61213677  0.85129098  0.97008566
  0.22265918]",0,[-0.795 -0.26  -0.633]
"[-0.47356144  0.92000096 -0.89073512  0.20798853 -0.30867616  0.00718373
  0.77512944]",0,[-0.474  0.92  -0.891]
"[-0.54344308 -0.35750006  0.40621829  0.26188897  0.10955205 -0.82845286
  0.98503015]",0,[-0.543 -0.358  0.406]
"[-0.92885567  0.45359553 -0.45010678 -0.84656848  0.76812558 -0.73185579
  0.94345092]",0,[-0.929  0.454 -0.45 ]
"[-0.16442186 -0.73465082  0.51605022 -0.63701796  0.25870573 -0.59090438
  0.05476455]",0,[-0.164 -0.735  0.516]
"[-0.84530012  0.48749914 -0.73803146  0.28499373  0.87906968 -0.98145559
 -0.6274186 ]",0,[-0.845  0.487 -0.738]
"[-0.70393591  0.42186582 -0.82360182 -0.78932356 -0.81089009  0.65308022
 -0.12093515]",0,[-0.704  0.422 -0.824]
"[ 0.28726885 -0.40571133  0.94567377 -0.28636079  0.31930035  0.96192713
  0.82895499]",0,[ 0.287 -0.406  0.946]
"[-0.00935194 -0.27129673 -0.24133045  0.82603289  0.06055012 -0.15429048
  0.27265739]",0,[-0.009 -0.271 -0.241]
"[-0.83997838 -0.20242515 -0.39567168 -0.15798306  0.36211628 -0.50326792
  0.79978514]",0,[-0.84  -0.202 -0.396]
"[ 0.6439703  -0.97100005  0.13849343  0.25095235  0.82358447  0.47539203
  0.63111297]",0,[ 0.644 -0.971  0.138]
"[-0.84440585 -0.16247902 -0.10849987  0.51622427  0.80177103 -0.75554019
 -0.79850158]",0,[-0.844 -0.162 -0.108]
"[-0.36902265 -0.65401499  0.40940025 -0.17716789 -0.07760736  0.80932076
  0.5173164 ]",1,[-0.369 -0.654  0.409]
"[-0.35919373 -0.67435081  0.39384408 -0.19250002 -0.10206712  0.8166393
  0.53665821]",0,[-0.359 -0.674  0.394]
