genome,fitness,behavior_descriptor
"[ 0.32837914  0.03410176 -0.06324901 -0.43829282  0.75685695  0.82407746
  0.24508107]",0,[ 0.328  0.034 -0.063]
"[ 0.38112539 -0.50840587 -0.26680956  0.6093945   0.3253551   0.69796051
 -0.9893415 ]",0,[ 0.381 -0.508 -0.267]
"[-0.4394593  -0.96284986  0.15886392 -0.14437203  0.69942536 -0.54305422
  0.79199753]",0,[-0.439 -0.963  0.159]
"[-0.62971891  0.79005403 -0.20764696  0.62942787  0.74451014 -0.18540502
  0.20196592]",0,[-0.63   0.79  -0.208]
"[ 0.71949891 -0.34427468  0.12345459 -0.09325269  0.19501612 -0.3106374
 -0.33759742]",0,[ 0.719 -0.344  0.123]
"[-0.39221553  0.71127385  0.12636335  0.95047701 -0.74545541  0.22355127
 -0.85438117]",0,[-0.392  0.711  0.126]
"[-0.45824548  0.6143089   0.0629742   0.21086781  0.62637155 -0.17562808
  0.43771616]",0,[-0.458  0.614  0.063]
"[ 0.41904461  0.97707644 -0.93612293  0.2143424  -0.6529743   0.93436206
  0.85733026]",0,[ 0.419  0.977 -0.936]
"[-0.76465819  0.44736087 -0.80233097  0.41490807 -0.38229943 -0.29839543
 -0.2437223 ]",0,[-0.765  0.447 -0.802]
"[-0.23899085  0.37073398 -0.18675392 -0.09811643  0.62680459 -0.29010115
  0.61459382]",0,[-0.239  0.371 -0.187]
"[ 0.36817133 -0.69323688 -0.63986578 -0.51005569  0.35448738  0.48720631
  0.71032668]",0,[ 0.368 -0.693 -0.64 ]
"[ 0.09419045 -0.77336773  0.85617727  0.9004897   0.80669387  0.34528323
 -0.98094694]",0,[ 0.094 -0.773  0.856]
"[-0.86626469  0.77300589  0.2170713  -0.86464056  0.06663834  0.89443278
  0.82508605]",0,[-0.866  0.773  0.217]
"[ 0.68914779 -0.24064098 -0.79618169  0.64422524 -0.05509025  0.25144294
 -0.12956457]",0,[ 0.689 -0.241 -0.796]
"[ 0.32311898 -0.06334905 -0.39323903 -0.29603935 -0.35865356 -0.09403911
  0.08549967]",0,[ 0.323 -0.063 -0.393]
"[-0.54854316 -0.32106146 -0.59220883 -0.25500413 -0.42466027 -0.27182827
 -0.02903232]",0,[-0.549 -0.321 -0.592]
"[ 0.65057319 -0.02195914 -0.38808515  0.29748065  0.13491307  0.07497933
  0.17179492]",0,[ 0.651 -0.022 -0.388]
"[-0.77614639 -0.52547771  0.26026035  0.48218036  0.70551162 -0.66614001
  0.84747088]",0,[-0.776 -0.525  0.26 ]
"[ 0.97628569 -0.1754573   0.39606577  0.43748914 -0.60396309  0.73507225
  0.16545898]",0,[ 0.976 -0.175  0.396]
"[-0.14319322  0.62788846 -0.94284588  0.67429806  0.49737848 -0.0745586
 -0.41784932]",0,[-0.143  0.628 -0.943]
"[-0.55107254  0.04839     0.19403856  0.69736537  0.96786267 -0.33054911
 -0.95709417]",0,[-0.551  0.048  0.194]
"[ 0.8168391   0.9003585   0.4429075  -0.05359239  0.51240276 -0.58451474
  0.14375919]",0,[0.817 0.9   0.443]
"[-0.98664036 -0.09734543 -0.41255142 -0.78377095 -0.45077499 -0.04879703
 -0.15453622]",0,[-0.987 -0.097 -0.413]
"[ 0.13629786  0.97533078  0.04515827  0.79418175 -0.81421341 -0.88452758
  0.94958335]",0,[0.136 0.975 0.045]
"[-0.64023164 -0.66303534 -0.16975541  0.81586337 -0.98358707 -0.73476913
  0.35944166]",0,[-0.64  -0.663 -0.17 ]
"[ 0.74190734 -0.86938505 -0.93168456 -0.95384832 -0.61372203 -0.58538345
 -0.87388183]",0,[ 0.742 -0.869 -0.932]
"[-0.00466064 -0.71046361 -0.05759519  0.63027933 -0.7433854   0.4960738
 -0.19458898]",0,[-0.005 -0.71  -0.058]
"[ 0.70539727  0.52007787 -0.69613118  0.6803967  -0.83285296 -0.51643686
 -0.76280851]",0,[ 0.705  0.52  -0.696]
"[-0.04562849 -0.82113071  0.52547709 -0.88999195  0.68936194  0.51572874
  0.05988856]",0,[-0.046 -0.821  0.525]
"[ 0.14935017 -0.17414403 -0.28137202  0.69068599 -0.51230036  0.86832128
  0.10415672]",0,[ 0.149 -0.174 -0.281]
"[ 0.26289393  0.71413156  0.75713222 -0.75264226  0.34966377 -0.98103157
 -0.39885827]",0,[0.263 0.714 0.757]
"[ 0.22456287  0.54902892 -0.31716571  0.19895658  0.35385908 -0.33300626
 -0.34272994]",0,[ 0.225  0.549 -0.317]
"[-0.40241256 -0.13300568  0.01256179  0.36367816  0.59039664 -0.53470222
 -0.12696488]",0,[-0.402 -0.133  0.013]
"[-0.81526775  0.31287153 -0.85305961 -0.64899907 -0.14170628 -0.78111092
  0.92596015]",0,[-0.815  0.313 -0.853]
"[ 0.52050506 -0.85221418 -0.31634558  0.81743698 -0.81675526  0.47026011
 -0.79031724]",0,[ 0.521 -0.852 -0.316]
"[-0.65627451 -0.07236675 -0.15735658 -0.08293992  0.81824155 -0.10104353
 -0.16564097]",0,[-0.656 -0.072 -0.157]
"[ 0.06475177 -0.25975986  0.01667452 -0.71514129  0.05693429  0.17448693
 -0.61923484]",0,[ 0.065 -0.26   0.017]
"[-0.50325809  0.92566499  0.83248995 -0.50156968 -0.27460554 -0.27951106
  0.8747015 ]",0,[-0.503  0.926  0.832]
"[ 0.51180486  0.47465964 -0.60107909 -0.5598929   0.92970495  0.78342802
 -0.19952909]",0,[ 0.512  0.475 -0.601]
"[-0.70512463 -0.19320836  0.67059575 -0.30351199  0.0611982   0.14830452
  0.72677522]",0,[-0.705 -0.193  0.671]
"[ 0.310425    0.89081228  0.80668181 -0.12540456 -0.81158445 -0.04832667
 -0.9424336 ]",0,[0.31  0.891 0.807]
"[ 0.35865052  0.09242857  0.76817653  0.22990937  0.99106708 -0.72342708
  0.1810165 ]",0,[0.359 0.092 0.768]
"[-0.37429304 -0.65439495  0.4043294  -0.18459469 -0.07975875  0.83366573
  0.53300892]",0,[-0.374 -0.654  0.404]
"[ 0.67181798  0.81258771 -0.53614741 -0.94936335 -0.23075909  0.46641915
 -0.24604186]",0,[ 0.672  0.813 -0.536]
"[ 0.66263924  0.77754481  0.17012508  0.86190658  0.42612374 -0.02581958
  0.85572831]",0,[0.663 0.778 0.17 ]
"[ 0.53581778  0.5633253   0.40082066  0.50864986  0.31586343  0.28583282
 -0.08127773]",0,[0.536 0.563 0.401]
"[ 4.90732086e-01  7.97663423e-01 -3.52574942e-01 -5.49040722e-01
  2.44651044e-02  2.83897823e-04 -4.36925548e-01]",0,[ 0.491  0.798 -0.353]
"[ 0.57784112 -0.90513022 -0.37619089  0.3857225  -0.45835029 -0.29215862
 -0.35069633]",0,[ 0.578 -0.905 -0.376]
"[-0.74430588 -0.07898603  0.35339066 -0.37668228  0.96550654 -0.29011616
 -0.72668552]",0,[-0.744 -0.079  0.353]
"[ 0.43948028  0.76512981 -0.98963463 -0.22237409  0.36344018  0.90330072
  0.98390915]",0,[ 0.439  0.765 -0.99 ]
"[ 0.37133961  0.37323149  0.63865855  0.46481691  0.38213211  0.11006227
 -0.75621885]",0,[0.371 0.373 0.639]
"[ 0.21073303 -0.15132882 -0.48308436 -0.48795366 -0.17570699 -0.05457098
  0.14991791]",0,[ 0.211 -0.151 -0.483]
"[-0.00943299  0.43600113 -0.56453821 -0.54401812 -0.77019443 -0.46928678
 -0.71507385]",0,[-0.009  0.436 -0.565]
"[-0.11458208  0.04517113 -0.32973862  0.92540244 -0.25726342 -0.63616572
  0.73761408]",0,[-0.115  0.045 -0.33 ]
"[ 0.57008048  0.39286166  0.05562146  0.54611642 -0.54509984  0.56816196
  0.06909406]",0,[0.57  0.393 0.056]
"[-0.96324216 -0.1030732  -0.53855753  0.82527373 -0.54614833 -0.79253686
 -0.39909908]",0,[-0.963 -0.103 -0.539]
"[ 0.5942748   0.88628595 -0.65363951 -0.69640706  0.07915838 -0.91090628
  0.36165451]",0,[ 0.594  0.886 -0.654]
"[-0.85335889 -0.64124312  0.56043336  0.43994693 -0.69622641  0.17755097
 -0.50154481]",0,[-0.853 -0.641  0.56 ]
"[-0.37801398  0.27894725 -0.30560106 -0.46692417  0.79399144 -0.08832202
  0.78070478]",0,[-0.378  0.279 -0.306]
"[ 0.10558236 -0.16856827  0.03705712 -0.04321813 -0.18271546 -0.77424834
 -0.34634575]",0,[ 0.106 -0.169  0.037]
"[-0.05379751 -0.86074321 -0.70508161 -0.79167524  0.74522156  0.73512558
  0.23614271]",0,[-0.054 -0.861 -0.705]
"[-0.00414502 -0.43131909 -0.17209301 -0.73604633 -0.3200503  -0.0219889
  0.91058448]",0,[-0.004 -0.431 -0.172]
"[-0.6793675  -0.78481281 -0.85716109 -0.16648287 -0.87419105 -0.77766345
  0.85611267]",0,[-0.679 -0.785 -0.857]
"[ 0.4196032  -0.79716217  0.86266508  0.41766917  0.70994634 -0.52473582
 -0.1225236 ]",0,[ 0.42  -0.797  0.863]
"[-0.05919665  0.566402    0.75841512  0.08712851 -0.74679468  0.3627305
 -0.6981115 ]",0,[-0.059  0.566  0.758]
"[-0.47488427  0.59904435 -0.17955622 -0.28454523 -0.00512123  0.8873271
 -0.14720513]",0,[-0.475  0.599 -0.18 ]
"[-0.24863189 -0.74213212 -0.53069037  0.07796076  0.35723682 -0.05440897
 -0.23130616]",0,[-0.249 -0.742 -0.531]
"[-0.71564712 -0.51319149  0.46388734 -0.65002484 -0.56115685  0.68358954
 -0.05740026]",0,[-0.716 -0.513  0.464]
"[-0.04169096  0.01182163  0.56854671  0.0025635   0.72480089  0.28099934
  0.18215472]",0,[-0.042  0.012  0.569]
"[-0.70765519 -0.05186947 -0.54856699 -0.86609925  0.09730154  0.27197712
 -0.54851882]",0,[-0.708 -0.052 -0.549]
"[ 0.43960466 -0.67483829 -0.96869571  0.10716225  0.24282175 -0.33491441
  0.07586259]",0,[ 0.44  -0.675 -0.969]
"[-0.65707351  0.75188734  0.9554239  -0.56694416  0.66218665  0.12577276
  0.36994472]",0,[-0.657  0.752  0.955]
"[-0.52465742  0.0281704   0.17409523  0.89565215 -0.9103984   0.67005993
  0.1459118 ]",0,[-0.525  0.028  0.174]
"[-0.08897982 -0.08793194 -0.28112529  0.46485795 -0.6877799  -0.18556811
  0.79817792]",0,[-0.089 -0.088 -0.281]
"[ 0.84424045  0.85649288  0.55662471 -0.74586964 -0.50074489 -0.43629896
  0.82149467]",0,[0.844 0.856 0.557]
"[ 0.42196943  0.97850578 -0.74499616  0.27525829  0.80643371  0.54083555
  0.51337306]",0,[ 0.422  0.979 -0.745]
"[ 0.08777527 -0.68683168  0.89280071  0.64072287  0.79054552 -0.05790684
 -0.19798387]",0,[ 0.088 -0.687  0.893]
"[-0.34748911  0.33218268 -0.76844185  0.33733159  0.65413113 -0.77358227
  0.47849744]",0,[-0.347  0.332 -0.768]
"[ 0.35365752  0.45866187  0.45495282 -0.94163658  0.41890475  0.08917091
  0.01822394]",0,[0.354 0.459 0.455]
"[ 0.43818104  0.39887126 -0.71048793  0.09717716 -0.4080075   0.87096867
  0.41629902]",0,[ 0.438  0.399 -0.71 ]
"[-0.33092396 -0.51781052  0.37750064 -0.60685688  0.47021435 -0.45270343
  0.11357288]",0,[-0.331 -0.518  0.378]
"[-0.83570616  0.91985565 -0.73780073  0.74092196 -0.01228709 -0.26595789
  0.89403731]",0,[-0.836  0.92  -0.738]
"[ 0.15019408 -0.60248759  0.01931686 -0.90952402 -0.50250828 -0.01719146
  0.32221589]",0,[ 0.15  -0.602  0.019]
"[-0.15998183  0.64014744 -0.57294143 -0.48385773 -0.19229348  0.39169657
  0.42546869]",0,[-0.16   0.64  -0.573]
"[-0.98490851 -0.87780487  0.54554633 -0.65454785 -0.72344373 -0.5019831
 -0.08120486]",0,[-0.985 -0.878  0.546]
"[-0.77212935  0.2380738  -0.53298688  0.73281182  0.17687653 -0.19055616
  0.98595855]",0,[-0.772  0.238 -0.533]
"[-0.76247586 -0.44383075 -0.22540446 -0.73385075 -0.75452526  0.82998329
  0.09595138]",0,[-0.762 -0.444 -0.225]
"[-0.5804121  -0.65288285 -0.71913739 -0.65577484 -0.12290266  0.89803666
 -0.81122558]",0,[-0.58  -0.653 -0.719]
"[ 0.05814812  0.59495387 -0.9048205   0.72516524  0.01310998  0.60734227
  0.74644303]",0,[ 0.058  0.595 -0.905]
"[-0.93145691  0.00995039 -0.53120063  0.6882835  -0.90918825  0.27400623
  0.05372414]",0,[-0.931  0.01  -0.531]
"[-0.18352797  0.67185117  0.86077006 -0.58991299  0.97672134 -0.85490341
  0.01085509]",0,[-0.184  0.672  0.861]
"[ 0.94898726 -0.3627188  -0.41514852  0.56971309 -0.01914971 -0.60849742
 -0.9510231 ]",0,[ 0.949 -0.363 -0.415]
"[ 0.5092581  -0.56908881 -0.89765146 -0.37708743 -0.29955809 -0.5407811
  0.69833462]",0,[ 0.509 -0.569 -0.898]
"[ 0.81929207 -0.54821813 -0.92532756 -0.02708531  0.33991714  0.11145622
 -0.30597229]",0,[ 0.819 -0.548 -0.925]
"[ 0.53472386 -0.29641214  0.72999782 -0.44016089 -0.59454015  0.14753732
 -0.33185746]",0,[ 0.535 -0.296  0.73 ]
"[-0.89370654 -0.80383554 -0.3008688   0.37576672 -0.51291247 -0.63456062
 -0.36118325]",0,[-0.894 -0.804 -0.301]
"[-0.15715887  0.62184344  0.19296517  0.05606129  0.27348212 -0.71012211
  0.9322781 ]",0,[-0.157  0.622  0.193]
"[-0.03499513  0.33173831 -0.96845097 -0.86064094 -0.08951861 -0.32491194
 -0.950883  ]",0,[-0.035  0.332 -0.968]
"[ 0.21937975 -0.55293677  0.28605427  0.70109752 -0.1844868  -0.42454542
  0.80943287]",0,[ 0.219 -0.553  0.286]
"[-0.87583823 -0.00638983 -0.08714092  0.62839447 -0.78028706  0.06355993
 -0.86012485]",0,[-0.876 -0.006 -0.087]
"[ 0.33160858  0.04203538 -0.06131753 -0.43081809  0.76494446  0.8273622
  0.24627931]",0,[ 0.332  0.042 -0.061]
"[ 0.38921744 -0.50234189 -0.26591001  0.61037061  0.33506119  0.70463637
 -0.9853211 ]",0,[ 0.389 -0.502 -0.266]
"[-0.43357374 -0.95599063  0.16100515 -0.13654118  0.70361754 -0.53501806
  0.80068608]",0,[-0.434 -0.956  0.161]
"[-0.62630826  0.79701518 -0.19851442  0.62982812  0.74846513 -0.17974385
  0.21087691]",0,[-0.626  0.797 -0.199]
"[ 0.72119622 -0.34094887  0.12833741 -0.08974301  0.20264565 -0.30462215
 -0.33123004]",0,[ 0.721 -0.341  0.128]
"[-0.38918323  0.71664845  0.1350798   0.95419004 -0.74510462  0.23324049
 -0.84507576]",0,[-0.389  0.717  0.135]
"[-0.45269672  0.61920803  0.065217    0.21749589  0.62834628 -0.16644475
  0.43840295]",0,[-0.453  0.619  0.065]
"[ 0.42112423  0.97885488 -0.93340202  0.22291291 -0.6492236   0.93972481
  0.86666354]",0,[ 0.421  0.979 -0.933]
"[-0.76144976  0.45448559 -0.80121068  0.41591115 -0.37687537 -0.29636828
 -0.23916232]",0,[-0.761  0.454 -0.801]
"[-0.23459279  0.37252265 -0.17941596 -0.09255568  0.62840587 -0.28797798
  0.62411313]",0,[-0.235  0.373 -0.179]
"[ 0.37658209 -0.69151001 -0.63424174 -0.50704388  0.36374987  0.48973146
  0.71634697]",0,[ 0.377 -0.692 -0.634]
"[ 0.10087699 -0.77144906  0.86387138  0.90322593  0.80990629  0.35364519
 -0.97442094]",0,[ 0.101 -0.771  0.864]
"[-0.86155231  0.77970163  0.22031673 -0.85797847  0.0745962   0.90094518
  0.82838688]",0,[-0.862  0.78   0.22 ]
"[ 0.69737008 -0.23628463 -0.79148575  0.64575934 -0.04514294  0.2578946
 -0.12550572]",0,[ 0.697 -0.236 -0.791]
"[ 0.32321298 -0.05963745 -0.39300613 -0.29299217 -0.35654649 -0.08806222
  0.09169799]",0,[ 0.323 -0.06  -0.393]
"[-0.54134224 -0.3199446  -0.58828273 -0.24867219 -0.42239928 -0.26781005
 -0.01989548]",0,[-0.541 -0.32  -0.588]
"[ 0.65338537 -0.01843958 -0.38058769  0.30065399  0.14227264  0.08406033
  0.17612264]",0,[ 0.653 -0.018 -0.381]
"[-0.77096649 -0.52306046  0.26507698  0.49027379  0.70775469 -0.66237888
  0.85623101]",0,[-0.771 -0.523  0.265]
"[ 0.98108859 -0.16676715  0.40059794  0.44145013 -0.60255782  0.73817359
  0.16690685]",0,[ 0.981 -0.167  0.401]
"[-0.14278808  0.63419203 -0.93901535  0.68106625  0.50010144 -0.06477633
 -0.413754  ]",0,[-0.143  0.634 -0.939]
"[-0.55004646  0.05366831  0.20006303  0.70589752  0.97022788 -0.32703039
 -0.9520464 ]",0,[-0.55   0.054  0.2  ]
"[ 0.82575671  0.90560221  0.44720358 -0.04928677  0.51649983 -0.58325478
  0.15058575]",0,[0.826 0.906 0.447]
"[-0.98451905 -0.09440505 -0.40925347 -0.77598967 -0.44563539 -0.04737954
 -0.14903219]",0,[-0.985 -0.094 -0.409]
"[ 0.14128918  0.98260669  0.04718747  0.79930357 -0.8091329  -0.88102681
  0.95728179]",0,[0.141 0.983 0.047]
"[-0.63843034 -0.65311734 -0.16514827  0.82094899 -0.9793638  -0.73092389
  0.3603838 ]",0,[-0.638 -0.653 -0.165]
"[ 0.74378688 -0.86122552 -0.93060116 -0.95204035 -0.60975511 -0.58203076
 -0.87200267]",0,[ 0.744 -0.861 -0.931]
"[ 0.00474364 -0.70214371 -0.05387403  0.63495957 -0.74103345  0.50190685
 -0.19156379]",0,[ 0.005 -0.702 -0.054]
"[ 0.70770224  0.52295916 -0.69040721  0.68634523 -0.83117972 -0.5094113
 -0.75615576]",0,[ 0.708  0.523 -0.69 ]
"[-0.04064929 -0.81354715  0.5268874  -0.88675923  0.6970842   0.51673009
  0.06840303]",0,[-0.041 -0.814  0.527]
"[ 0.15194666 -0.1695555  -0.27266392  0.69756722 -0.50608163  0.87687516
  0.10867248]",0,[ 0.152 -0.17  -0.273]
"[ 0.26852757  0.71928773  0.76581236 -0.74769981  0.35741617 -0.97258084
 -0.392739  ]",0,[0.269 0.719 0.766]
"[ 0.23261012  0.54917383 -0.30727596  0.20736623  0.3606507  -0.32631794
 -0.34007357]",0,[ 0.233  0.549 -0.307]
"[-0.39937605 -0.13188144  0.02136578  0.3714866   0.59062526 -0.53044323
 -0.11766239]",0,[-0.399 -0.132  0.021]
"[-0.81208877  0.31376944 -0.85259782 -0.64484311 -0.13853772 -0.77913384
  0.93108301]",0,[-0.812  0.314 -0.853]
"[ 0.52187277 -0.8435498  -0.3117845   0.82262496 -0.81293092  0.4801508
 -0.78548321]",0,[ 0.522 -0.844 -0.312]
"[-0.65421388 -0.06988365 -0.14988754 -0.07423078  0.82459136 -0.09804228
 -0.16057175]",0,[-0.654 -0.07  -0.15 ]
"[ 0.06742439 -0.25046004  0.02341036 -0.71482844  0.05895545  0.17567036
 -0.61375535]",0,[ 0.067 -0.25   0.023]
"[-0.4971744   0.93064832  0.84172962 -0.50072381 -0.27376155 -0.2787281
  0.87495448]",0,[-0.497  0.931  0.842]
"[ 0.51907478  0.47546674 -0.5952686  -0.55141028  0.93022873  0.7919199
 -0.19100877]",0,[ 0.519  0.475 -0.595]
"[-0.69967697 -0.18339589  0.67866507 -0.29633612  0.07071358  0.15059915
  0.73069302]",0,[-0.7   -0.183  0.679]
"[ 0.31856006  0.89462504  0.81569277 -0.12390491 -0.80166602 -0.04418166
 -0.93817279]",0,[0.319 0.895 0.816]
"[ 0.36664624  0.09953646  0.77661166  0.23388087  0.99222167 -0.72190207
  0.18613368]",0,[0.367 0.1   0.777]
"[-0.37216547 -0.65900828  0.41164836 -0.18661208 -0.08794713  0.83015716
  0.5262752 ]",0,[-0.372 -0.659  0.412]
